hash,ward_code,local_authority_code,status,current,created,applied,offered,confirmed,rejected
9dfae71832c6d0b73a11,UNKNOWN,UNKNOWN,,False,2022-10-13,,,,
a0ef497706301f7c2e68,UNKNOWN,UNKNOWN,,False,2022-10-13,,,,
a976f54fd26e2358760f,E05011403,E08000035,confirmed,True,2022-10-13,2022-10-13,2023-01-10,2023-02-06,
af19908762d70c3b153f,UNKNOWN,UNKNOWN,,False,2022-10-13,,,,
b1b62a677a7f03e98f1e,UNKNOWN,UNKNOWN,,False,2022-10-13,,,,
d3ffd1db10ef9846f618,UNKNOWN,UNKNOWN,,False,2022-10-13,,,,
eddd43c55c11987a2b83,E05001368,E08000032,confirmed,True,2022-10-13,2023-01-10,2023-01-16,2023-02-06,
126b03e91262b9846d86,UNKNOWN,UNKNOWN,,False,2022-10-14,,,,
15f0ee585b9c78f2ed8f,E05011403,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-14,2022-10-14,2022-11-26,,
338bf46b7cf9499e21bc,E05011387,E08000035,confirmed,True,2022-10-14,2023-01-12,2023-03-23,2023-04-25,
36d9f44abcf8076d9162,E05012647,E08000035,confirmed,True,2022-10-14,2022-10-14,2022-11-26,2022-12-17,
39847091d83c984aba31,UNKNOWN,UNKNOWN,,False,2022-10-14,,,,
6b2d5b15d36b09136021,UNKNOWN,UNKNOWN,,False,2022-10-14,,,,
9afd4517821b07cb02b0,E05011397,E08000035,confirmed,True,2022-10-14,2022-12-07,2023-01-02,2023-02-06,
a7483e30d713aa5733a5,E05011549,E08000035,FROZEN ACCOUNTS CP3,True,2022-10-14,2022-10-14,,,
b13797ea02f7ead2f02a,UNKNOWN,UNKNOWN,,False,2022-10-14,,,,
b2a20b28f007583cb67c,UNKNOWN,UNKNOWN,,False,2022-10-14,,,,
d11a7ab4652a77f3ed84,E05011547,E08000035,confirmed,True,2022-10-14,2022-10-14,2022-11-26,2023-02-06,
f03ac303b147832ea51b,UNKNOWN,UNKNOWN,,False,2022-10-14,,,,
f62e386763060aae5924,E05011403,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-14,2022-10-18,2022-11-26,,
02ccfc9fdd743be2c925,UNKNOWN,UNKNOWN,,False,2022-10-15,,,,
46b0ebf035ef478ea0b1,E05011402,E08000035,confirmed,True,2022-10-15,2023-01-12,2023-03-20,2023-04-25,
630595ff301bf12d8cfd,E05011526,E06000010,confirmed,True,2022-10-15,2022-10-15,2022-11-26,2022-12-17,
74b45fc9ca389297637d,UNKNOWN,UNKNOWN,,False,2022-10-15,,,,
91058c724628d66fe39f,UNKNOWN,UNKNOWN,,False,2022-10-15,,,,
b91f9b4f755d378e582f,E05011384,E08000035,confirmed,True,2022-10-15,2022-10-15,2022-11-26,2022-12-17,
ecc47d1dbf48d05754af,E05011531,E06000010,FROZEN ACCOUNTS CP3,True,2022-10-15,2022-10-15,,,
051b6248b5802b3ccdf4,E05001464,E08000036,FROZEN ACCOUNT CP5,True,2022-10-16,2022-10-16,2022-11-26,,
449c535d313cc70c50c8,E05011403,E08000035,confirmed,True,2022-10-16,2022-10-16,2022-11-26,2023-02-07,
59af28fe9980f0647ad5,E05011413,E08000035,confirmed,True,2022-10-16,2022-10-16,2022-11-26,2022-12-17,
7214e4f7f7dfdde584da,UNKNOWN,UNKNOWN,,False,2022-10-16,2022-10-16,2022-11-26,,
7bcbabbfcfeadfeacbe2,E05011413,E08000035,confirmed,True,2022-10-16,2022-10-17,2022-11-26,2023-02-06,
a3abef49ec0ae307f308,UNKNOWN,UNKNOWN,,False,2022-10-16,,,,
b9f812de7ac84c20d8b8,E05001402,E08000034,FROZEN ACCOUNTS CP3,True,2022-10-16,2022-10-16,,,
00195f187fe66bcaa480,E05011413,E08000035,FROZEN ACCOUNT CP5,True,2022-10-17,2022-10-18,2022-11-26,,
0d63e952dccc2d0188e8,UNKNOWN,UNKNOWN,,False,2022-10-17,,,,
0ee71e35a2c0d54d8dda,UNKNOWN,UNKNOWN,,False,2022-10-17,,,,
0f2ca76ed1b123a1d24e,E05001366,E08000032,FROZEN ACCOUNTS CP3,True,2022-10-17,2022-10-17,,,
2fa24c80ae2c4fefab81,UNKNOWN,UNKNOWN,,False,2022-10-17,,,,
3d6212655d1cec431fe1,E05011389,E08000035,FROZEN ACCOUNTS CP3,True,2022-10-17,2022-11-07,,,
8649c3585c05bc3b0c14,UNKNOWN,UNKNOWN,,False,2022-10-17,,,,
991b784339ac63e42fdb,E05011405,E08000035,confirmed,True,2022-10-17,2022-10-17,2022-11-26,2022-12-17,
d9e7775b5f8fe2f9745f,E05011397,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-17,2022-10-18,2022-11-26,,
e9660364c61286fa1199,UNKNOWN,UNKNOWN,,False,2022-10-17,,,,
eef1e7ea53caa6c205de,UNKNOWN,UNKNOWN,,False,2022-10-17,,,,
f96d79ce93f1230bba62,E05011403,E08000035,confirmed,True,2022-10-17,2022-10-18,2022-11-26,2022-12-17,
ffcefed27c642f2b9e4d,E05011402,E08000035,confirmed,True,2022-10-17,2022-10-17,2022-11-26,2022-12-27,
1b6a00d585dc0ee569fe,UNKNOWN,UNKNOWN,,False,2022-10-18,,,,
281b811a090ef439515e,E05011360,E08000003,confirmed,True,2022-10-18,2022-11-10,2022-11-26,2023-02-06,
2f96a29afb0a9ed3d3c3,UNKNOWN,UNKNOWN,,False,2022-10-18,,,,
4593aa33cacbd92ef82c,E05011403,E08000035,Deactivated after training,True,2022-10-18,2022-10-18,2022-11-26,2022-12-17,
578c8d0ae95b1af3a9b8,E05011403,E08000035,confirmed,True,2022-10-18,2022-11-13,2022-11-26,2022-12-17,
84726a80e36e14a6d9ea,E05011403,E08000035,confirmed,True,2022-10-18,2022-10-18,2022-11-26,2022-12-17,
9e726e9ac2380a816e01,E05011403,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-18,2022-10-18,2022-11-26,,
a91a321bde2e76dc5f54,E05013831,E08000035,confirmed,True,2022-10-18,2022-10-18,2022-11-26,2022-12-17,
ab34db31a20824735d47,E05013855,E06000052,FROZEN ACCOUNTS CP3,True,2022-10-18,2022-10-18,,,
b8dd3a51a21b94d4d0b9,E05011403,E08000035,confirmed,True,2022-10-18,2022-10-18,2022-11-26,2022-12-17,
bc36cfab7c819cb8b7a8,UNKNOWN,UNKNOWN,,False,2022-10-18,,,,
e0a708f090dd99e77796,E05001451,E08000036,confirmed,True,2022-10-18,2022-10-23,2022-11-26,2022-12-17,
e473e00c235ce9348add,UNKNOWN,UNKNOWN,,False,2022-10-18,,,,
fa8dddc24614587c37ff,UNKNOWN,UNKNOWN,,False,2022-10-18,,,,
0be6460835d90d057ed5,E05011397,E08000035,confirmed,True,2022-10-19,2022-10-19,2022-11-26,2022-12-17,
0d278de4cbfe1903e82a,UNKNOWN,UNKNOWN,,False,2022-10-19,,,,
1b7d51066eb16d0eeac4,UNKNOWN,UNKNOWN,,False,2022-10-19,2022-10-23,2022-11-26,,
1beae83bb9fd6fa1a9f2,E05011397,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-19,2022-10-19,2022-11-26,,
28c534d992e7109c7bbe,UNKNOWN,UNKNOWN,,False,2022-10-19,,,,
3206ce3584b5d30d7fe7,E05012841,E08000035,confirmed,True,2022-10-19,2022-10-22,2023-01-11,2023-02-06,
36f96558eb00e98dfd97,UNKNOWN,UNKNOWN,,False,2022-10-19,,,,
55412ecaed0adb62bac9,UNKNOWN,UNKNOWN,,False,2022-10-19,,,,
57b1de9b2217561d9860,E05011413,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-19,2022-10-20,2022-11-26,,
64acee51efb3f0605915,E05011399,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-19,2022-10-27,2022-11-26,,
6867300744c7e76bef21,UNKNOWN,UNKNOWN,,False,2022-10-19,,,,
79d0bbc28ab4b74c9ddf,UNKNOWN,UNKNOWN,,False,2022-10-19,,,,
7a78872610dcb1ca1044,UNKNOWN,UNKNOWN,,False,2022-10-19,,,,
8a0ab5ae7bcc40577c35,E05011403,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-19,2022-10-20,2022-11-26,,
910d1f8e46de956a3f48,E05011384,E08000035,confirmed,True,2022-10-19,2022-10-19,2022-11-26,2022-12-17,
933b9bf4f16d752372a5,UNKNOWN,UNKNOWN,,False,2022-10-19,,,,
9496e9b085fd6e2299fd,E05011397,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-19,2022-10-19,2022-11-26,,
98630344f08e73fdd22b,UNKNOWN,UNKNOWN,,False,2022-10-19,,,,
ab0af21ed898caea9d6f,E05011397,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-19,2022-10-27,2022-11-26,,
b57f93e312b5d51a1483,E05011397,E08000035,confirmed,True,2022-10-19,2022-10-20,2022-11-26,2022-12-17,
b5b00b56a2630831f817,E05011403,E08000035,confirmed,True,2022-10-19,2022-10-19,2022-11-26,2022-12-17,
c66d6a7cfec57e6e05fe,E05011384,E08000035,confirmed,True,2022-10-19,2022-10-19,2022-11-26,2022-12-17,
c6bdc7fed126b6d44ba6,E05011413,E08000035,confirmed,True,2022-10-19,2022-11-08,2022-11-26,2022-12-17,
cf1e859e17533a3cc894,UNKNOWN,UNKNOWN,,False,2022-10-19,,,,
d5c8db75f4e05d40f8ed,E05011399,E08000035,FROZEN ACCOUNTS CP3,True,2022-10-19,2022-10-21,,,
ea7d768bc87ac99b94db,UNKNOWN,UNKNOWN,,False,2022-10-19,2022-10-19,2022-11-26,,
f150954ffc516b9e8235,E05011399,E08000035,confirmed,True,2022-10-19,2022-10-25,2022-11-26,2023-02-06,
fcac242ffb376372b439,UNKNOWN,UNKNOWN,,False,2022-10-19,,,,
31c302bcc7951d0f7fca,E05011402,E08000035,confirmed,True,2022-10-20,2022-10-20,2022-11-26,2023-02-06,
3cdac349e226d0c3057c,UNKNOWN,UNKNOWN,,False,2022-10-20,2022-10-24,2022-11-26,,
9b5da6ef221cbbd07e81,E05001347,E08000032,FROZEN ACCOUNTS CP4,True,2022-10-20,2022-10-20,2022-11-26,,
dea3a27b0c5fdc1befbd,E05011403,E08000035,confirmed,True,2022-10-20,2022-10-20,2022-11-26,2022-12-17,
3622085d4ed69d68df54,UNKNOWN,UNKNOWN,,False,2022-10-21,,,,
4e0911b4ca629a29bf7e,UNKNOWN,UNKNOWN,confirmed,True,2022-10-21,2022-10-21,2022-11-26,2022-12-17,
7cb22a3ba1311ebbe0ec,UNKNOWN,UNKNOWN,,False,2022-10-21,,,,
9f1125745b754665b920,UNKNOWN,UNKNOWN,,False,2022-10-21,,,,
b1b3de0bf0251385c1a9,E05011407,E08000035,confirmed,True,2022-10-21,2022-10-22,2022-11-26,2022-12-17,
22bb66b2a34aa98ca858,E05001354,E08000032,FROZEN ACCOUNTS CP3,True,2022-10-22,2022-10-22,,,
71d26020a3f5b8a2ce70,E05006306,E07000167,confirmed,True,2022-10-22,2022-10-22,2022-11-26,2022-12-17,
88205530f0faede238bb,UNKNOWN,UNKNOWN,,False,2022-10-22,,,,
a16f2eb554fdc0e5619c,UNKNOWN,UNKNOWN,,False,2022-10-22,,,,
a4600358476702cebedc,UNKNOWN,UNKNOWN,,False,2022-10-22,,,,
a8b13999617715a12cb7,UNKNOWN,UNKNOWN,confirmed,True,2022-10-22,2022-10-22,2022-11-26,2022-12-17,
ad7af8a3ed7abbfb153a,E05011403,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-22,2022-10-23,2022-11-26,,
c195f93d70e4eda33d11,E05011413,E08000035,confirmed,True,2022-10-22,2022-10-22,2022-11-26,2022-12-17,
cebd3b3cfb285a7bad81,UNKNOWN,UNKNOWN,,False,2022-10-22,,,,
557a1b91a4fa032d81ff,E05011403,E08000035,confirmed,True,2022-10-23,2022-10-31,2022-11-26,2022-12-17,
713c74ad052be82ac950,UNKNOWN,UNKNOWN,,False,2022-10-23,,,,
78243ac17e10258ddfca,UNKNOWN,UNKNOWN,,False,2022-10-23,,,,
a58ba960c2801d7f823f,E05011403,E08000035,FROZEN ACCOUNT CP5,True,2022-10-23,2023-01-09,2023-03-20,,
a7f2aa6c295031d5cdbf,UNKNOWN,UNKNOWN,,False,2022-10-23,,,,
aa1e9666465c3b44e5e1,E05011403,E08000035,confirmed,True,2022-10-23,2022-10-23,2022-11-26,2023-05-09,
04064b6e5cd30eadffb7,E05010748,E08000017,confirmed,True,2022-10-24,2022-10-25,2022-11-26,2022-12-17,
06c807e0381d659be809,UNKNOWN,UNKNOWN,,False,2022-10-24,,,,
09d8beae3101fec1e6db,UNKNOWN,UNKNOWN,,False,2022-10-24,,,,
0a006d3afa4e7d0d7a73,E05011406,E08000035,FROZEN ACCOUNTS CP3,True,2022-10-24,2022-10-24,,,
9f7c87f2e3b6903826bb,UNKNOWN,UNKNOWN,,False,2022-10-24,,,,
16985b3193a958876fd8,UNKNOWN,UNKNOWN,,False,2022-10-25,,,,
81f457055f230aa1dcfe,E05011397,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-25,2022-10-25,2022-11-26,,
9d9a18879661ba226c7d,E05011403,E08000035,confirmed,True,2022-10-25,2022-10-26,2022-11-26,2022-12-17,
bb8d7cca15f5efb2c48e,E05011403,E08000035,confirmed,True,2022-10-25,2022-10-25,2022-11-26,2022-12-17,
ff23bd713698ac430a62,E05011547,E08000035,FROZEN ACCOUNTS CP3,True,2022-10-25,2022-10-25,,,
13213916e5abc63ad444,E05011389,E08000035,confirmed,True,2022-10-26,2022-10-26,2022-11-26,2022-12-17,
4f23553d736abb461a6d,E05001076,E08000037,FROZEN ACCOUNTS CP4,True,2022-10-26,2022-10-26,2022-11-26,,
5443d1aa03caf83adc72,E05012841,E08000035,confirmed,True,2022-10-26,2022-10-26,2023-01-11,2023-02-06,
579f39a35626b1ec8a6d,E05011403,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-26,2022-11-13,2022-11-26,,
6679125cac6aca5939f0,E05011397,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-26,2022-10-26,2022-11-26,,
677a734d25d0b06ce31b,E05011389,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-26,2022-10-26,2022-11-26,,
7df8d0d4c019ef5296f6,E05011397,E08000035,confirmed,True,2022-10-26,2022-10-26,2022-11-26,2022-12-17,
a6d380d4bdcd529b04e7,E05011411,E08000035,confirmed,True,2022-10-26,2022-10-26,2022-11-26,2023-02-06,
c1f6d2afc71d7f713441,UNKNOWN,UNKNOWN,,False,2022-10-26,,,,
c8bc043dcbf6b94f5c11,E05011403,E08000035,confirmed,True,2022-10-26,2022-10-31,2022-11-26,2022-12-17,
d8b33da598db6efc2a36,UNKNOWN,UNKNOWN,,False,2022-10-26,,,,
faa8498f6d0a763ca9ee,UNKNOWN,UNKNOWN,,False,2022-10-26,2022-10-26,,,
18d1b162bea8eb683ce6,E05011397,E08000035,FROZEN ACCOUNTS CP3,True,2022-10-27,2022-10-27,,,
1a3d4b129cf2bae61c24,UNKNOWN,UNKNOWN,,False,2022-10-27,,,,
3549ae0f3e15459c18fa,UNKNOWN,UNKNOWN,,False,2022-10-27,,,,
3c2a5edbfcc6dff5a79c,UNKNOWN,UNKNOWN,,False,2022-10-27,,,,
3eb7ce765b5c2474ad11,E05011410,E08000035,confirmed,True,2022-10-27,2022-10-28,2023-01-11,2023-04-25,
417f988ea704252b063c,E05011405,E08000035,FROZEN ACCOUNTS CP3,True,2022-10-27,2022-10-27,,,
7ec4a5652720fdcfd7fa,E05011405,E08000035,FROZEN ACCOUNTS CP3,True,2022-10-27,2022-10-27,,,
c513fc803e292371bfd2,E05011397,E08000035,confirmed,True,2022-10-27,2022-10-27,2022-11-26,2022-12-17,
d1e3f91414fec0f450ee,E05011403,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-27,2022-10-27,2022-11-26,,
db2797d6034f486a7033,UNKNOWN,UNKNOWN,,False,2022-10-27,,,,
b11c17a172509e38a11f,UNKNOWN,UNKNOWN,,False,2022-10-28,,,,
fd441e3960d2832825f7,E05012841,E08000035,FROZEN ACCOUNTS CP3,True,2022-10-28,2022-10-28,,,
115ecede124baa41769c,UNKNOWN,UNKNOWN,confirmed,True,2022-10-29,2022-11-07,2022-11-26,2022-12-17,
22b5fca3c26a3c953727,UNKNOWN,UNKNOWN,,False,2022-10-29,,,,
635e8d0fcf9f6110ff40,E05011397,E08000035,FROZEN ACCOUNT CP5,True,2022-10-29,2022-10-30,2022-11-26,,
72362e3d693e3583cbd2,UNKNOWN,UNKNOWN,FROZEN ACCOUNT CP5,True,2022-10-29,2022-10-29,2023-01-10,,
7494328fe842e70e0d11,E05011402,E08000035,FROZEN ACCOUNTS CP3,True,2022-10-29,2022-10-29,,,
88ce12b71e9d569a0459,E05011387,E08000035,confirmed,True,2022-10-29,2022-10-29,2022-11-26,2022-12-17,
a49aa0a92da32ba5f6fe,UNKNOWN,UNKNOWN,,False,2022-10-29,,,,
afa379e05ddf0009bba0,E05011405,E08000035,confirmed,True,2022-10-29,2022-10-29,2022-11-26,2022-12-17,
cb5fa586dbee33c4a208,UNKNOWN,UNKNOWN,,False,2022-10-29,,,,
efe802d96002d86ad0b0,E05011405,E08000035,confirmed,True,2022-10-29,2022-10-29,2022-11-26,2022-12-17,
f720c78ec390c567d023,E05011409,E08000035,confirmed,True,2022-10-29,2022-10-29,2022-11-26,2022-12-17,
1c228b7d35301c8ea82d,UNKNOWN,UNKNOWN,,False,2022-10-30,,,,
27147419a8387a503a68,UNKNOWN,UNKNOWN,,False,2022-10-30,,,,
3496e38f02ec406ed894,E05011403,E08000035,FROZEN ACCOUNTS CP4,True,2022-10-30,2022-10-30,2022-11-26,,
4d91c0434b671a707df4,UNKNOWN,UNKNOWN,,False,2022-10-30,,,,
e308c0099987d24fe896,E05011403,E08000035,confirmed,True,2022-10-30,2022-11-06,2022-11-26,2022-12-17,
e90b4af03c030a5276ec,UNKNOWN,UNKNOWN,,False,2022-10-30,,,,
129cc97d28dc460d28a5,UNKNOWN,UNKNOWN,,False,2022-10-31,,,,
75b93cee9deb43275a85,UNKNOWN,UNKNOWN,,False,2022-10-31,2022-11-14,2022-11-26,,
7bc63e677cb3da68d26f,UNKNOWN,UNKNOWN,,False,2022-10-31,,,,
8f0721f8631f2320180e,E05011397,E08000035,confirmed,True,2022-10-31,2022-11-01,2022-11-26,2022-12-17,
ba973a79db2c39d2696a,E05001407,E08000034,FROZEN ACCOUNTS CP4,True,2022-10-31,2022-10-31,2022-11-26,,
c9a6aa4aaef1f9183a13,UNKNOWN,UNKNOWN,,False,2022-10-31,,,,
f3de6b01f213b119a7e2,UNKNOWN,UNKNOWN,,False,2022-10-31,,,,
ffabb93fcda3d528b75f,UNKNOWN,UNKNOWN,,False,2022-10-31,,,,
46966837d2f905aea886,E05001717,E06000012,confirmed,True,2022-11-01,2022-11-01,2023-03-22,2023-07-03,
dae4f95701f8563fd5d7,E05012842,E08000035,confirmed,True,2022-11-01,2022-11-01,2022-11-26,2022-12-17,
f99fff58c57f3c9c270e,E05011547,E08000035,confirmed,True,2022-11-01,2022-11-01,2022-11-26,2022-12-17,
05cb6be98b66076df8c4,E05011396,E08000035,FROZEN ACCOUNT CP5,True,2022-11-02,2022-11-03,2023-01-10,,
27996e781b5263522ce8,UNKNOWN,UNKNOWN,,False,2022-11-02,,,,
44a1f35a7ec06382e43c,E05011410,E08000035,FROZEN ACCOUNTS CP3,True,2022-11-02,2022-11-03,,,
5142d4cd3f348145c93b,E05001347,E08000032,confirmed,True,2022-11-02,2022-11-03,2022-11-26,2022-12-17,
51d6f253f006031ec55b,E05011409,E08000035,confirmed,True,2022-11-02,2023-01-10,2023-04-25,2023-07-05,
6944b18d8b1fd74408c2,UNKNOWN,UNKNOWN,,False,2022-11-02,,,,
79805a5a3782669d902b,UNKNOWN,UNKNOWN,,False,2022-11-02,,,,
bd5996a2b6ef091e5fef,UNKNOWN,UNKNOWN,,False,2022-11-02,,,,
d7ebee33d2818ffdcd37,E05012648,E08000035,FROZEN ACCOUNTS CP3,True,2022-11-02,2022-11-03,,,
e4d16ad45311ed933ead,UNKNOWN,UNKNOWN,,False,2022-11-02,,,,
0db8f700a129e1bf8fd5,E05013830,E08000035,FROZEN ACCOUNTS CP3,True,2022-11-03,2023-01-10,,,
2c26f619149233a4fce9,UNKNOWN,UNKNOWN,,False,2022-11-03,,,,
3ecc03cf44b7b8113a7f,E05011403,E08000035,confirmed,True,2022-11-03,2022-11-03,2022-11-26,2022-12-17,
43a35f55f8810c4b3619,UNKNOWN,UNKNOWN,,False,2022-11-03,,,,
43e767565c55dc0a725b,UNKNOWN,UNKNOWN,,False,2022-11-03,,,,
4691e81ec3d839d8718e,E05012842,E08000035,FROZEN ACCOUNTS CP4,True,2022-11-03,2022-11-03,2022-11-26,,
4926dab5ab4b18217e9c,UNKNOWN,UNKNOWN,,False,2022-11-03,,,,
5bbc38c56ac705ae2815,E05011397,E08000035,confirmed,True,2022-11-03,2022-11-03,2022-11-26,2022-12-17,
f91592c66b3a0b50deb2,E05011403,E08000035,FROZEN ACCOUNTS CP4,True,2022-11-03,2022-11-05,2022-11-26,,
076276e392fa54370b76,E05011403,E08000035,FROZEN ACCOUNTS CP3,True,2022-11-04,2022-11-05,,,
2fb3b455c8e7d65139d5,E05011399,E08000035,FROZEN ACCOUNTS CP4,True,2022-11-04,2022-11-05,2022-11-26,,
36b817fa134f17483dd2,E05011403,E08000035,confirmed,True,2022-11-04,2022-12-12,2023-01-02,2023-02-06,
ab274a0829ce0bcf3a96,E05011384,E08000035,FROZEN ACCOUNTS CP3,True,2022-11-04,2022-11-05,,,
b247b3c1122063b765ab,UNKNOWN,UNKNOWN,,False,2022-11-04,,,,
bdbf43b0af6eb1fe3f13,E05012647,E08000035,FROZEN ACCOUNTS CP3,True,2022-11-04,2023-01-22,,,
bfd4e1fe5f336c150610,E05011403,E08000035,confirmed,True,2022-11-04,2022-11-05,2022-11-26,2022-12-17,
dcdf60d9a8a71a7731d5,E05013831,E08000035,FROZEN ACCOUNTS CP3,True,2022-11-04,2022-11-05,,,
f8ce930b26d9c791996e,E05011397,E08000035,confirmed,True,2022-11-04,2022-11-05,2022-11-26,2022-12-17,
1881e4e4baf22627fec4,UNKNOWN,UNKNOWN,,False,2022-11-05,,,,
324e9a6abe619e3e3882,E05011397,E08000035,FROZEN ACCOUNTS CP4,True,2022-11-05,2022-11-05,2022-11-26,,
53115237e4532ff72175,UNKNOWN,UNKNOWN,,False,2022-11-05,2022-11-05,,,
973d91f72307d3ee7fce,E05011403,E08000035,confirmed,True,2022-11-05,2022-11-05,2022-11-26,2022-12-17,
c4a8a2454c55dea26828,UNKNOWN,UNKNOWN,,False,2022-11-05,,,,
cf86db3628fd875a7dc0,UNKNOWN,UNKNOWN,,False,2022-11-05,2022-11-05,,,
f097871c3447f9237b4c,UNKNOWN,UNKNOWN,,False,2022-11-05,,,,
fa48f5a23a7031cc09e0,UNKNOWN,UNKNOWN,,False,2022-11-05,,,,
0d0ad120c139c9c69d22,E05011547,E08000035,confirmed,True,2022-11-06,2022-11-06,2022-11-26,2022-12-17,
117421afabe7e1f1ecdd,UNKNOWN,UNKNOWN,,False,2022-11-06,,,,
1b99fb55d02369c9625c,E05011403,E08000035,confirmed,True,2022-11-06,2023-01-12,2023-03-20,2023-07-05,
61afd32769bace24dc41,E05011547,E08000035,confirmed,True,2022-11-06,2022-11-07,2022-11-26,2022-12-17,
8832f544dd6b61ad18c6,E05011547,E08000035,FROZEN ACCOUNTS CP3,True,2022-11-06,2022-11-06,,,
b881a3a04c0b429a60d7,UNKNOWN,UNKNOWN,,False,2022-11-06,,,,
b884c1e2a799459c0ebb,UNKNOWN,UNKNOWN,,False,2022-11-06,,,,
db3771ba93bd20b00189,E05011547,E08000035,FROZEN ACCOUNT CP5,True,2022-11-06,2022-11-06,2023-01-10,,
ed65034f782fe004698a,E05011547,E08000035,FROZEN ACCOUNTS CP4,True,2022-11-06,2022-11-06,2022-11-26,,
ee6be591c9c78719d2fc,E05011547,E08000035,confirmed,True,2022-11-06,2022-11-06,2022-11-26,2022-12-17,
0dc4c4b298010a6a83f0,UNKNOWN,UNKNOWN,,False,2022-11-07,,,,
2562e51b6cce74b849af,E05011547,E08000035,confirmed,True,2022-11-07,2022-11-07,2022-11-26,2022-12-17,
2847053fb4673fd3bbdc,UNKNOWN,UNKNOWN,,False,2022-11-07,2022-11-16,2022-12-07,,
28fed5b3ef4791ace013,UNKNOWN,UNKNOWN,,False,2022-11-07,2022-11-07,2022-11-26,,
3b8550fe6345d76fd406,E05001461,E08000036,confirmed,True,2022-11-07,2022-11-07,2022-11-26,2022-12-17,
4466c2b785cb9bc91388,E05001405,E08000034,confirmed,True,2022-11-07,2022-11-07,2022-11-26,2022-12-17,
4515a6332bfb7e61bbe1,UNKNOWN,UNKNOWN,,False,2022-11-07,2022-11-07,,,
90f4e54a2107da28c81e,E05011406,E08000035,confirmed,True,2022-11-07,2022-11-07,2022-11-26,2022-12-17,
93d9aa6ab3e0fce1bb56,UNKNOWN,UNKNOWN,,False,2022-11-07,,,,
ae376b09e5af2d628c1e,UNKNOWN,UNKNOWN,,False,2022-11-07,,,,
d445ad9124235ca6e1a1,E05011403,E08000035,confirmed,True,2022-11-07,2022-11-17,2022-12-07,2022-12-17,
e34e2d1800adc1c4a2e2,E05012841,E08000035,FROZEN ACCOUNTS CP3,True,2022-11-07,2022-11-07,,,
fb2241b35addc8f1c842,E05000789,E08000007,FROZEN ACCOUNTS CP3,True,2022-11-07,2023-01-12,,,
08393bda08652e6575a0,E05011403,E08000035,confirmed,True,2022-11-08,2022-11-22,2022-12-07,2022-12-17,
0e18e677aedb866f3d96,UNKNOWN,UNKNOWN,,False,2022-11-08,,,,
712874da6ba65d6f6e0d,E05011397,E08000035,confirmed,True,2022-11-08,2022-11-08,2022-11-26,2022-12-17,
8fe6336e064380f6ad2e,UNKNOWN,UNKNOWN,,False,2022-11-08,,,,
b57fac7a731f15d97c86,E05011403,E08000035,confirmed,True,2022-11-08,2022-12-07,2023-01-02,2023-02-06,
eccbbc778cc265935618,E05001384,E08000033,FROZEN ACCOUNTS CP3,True,2022-11-08,2022-11-08,,,
f69e29606a6c043049a9,UNKNOWN,UNKNOWN,,False,2022-11-08,,,,
0ee91dfac4f64c33b5ce,E05011413,E08000035,FROZEN ACCOUNTS CP3,True,2022-11-09,2022-11-09,,,
0f7b5c5d76848eb8b3df,E05001446,E08000036,confirmed,True,2022-11-09,2022-11-09,2022-11-26,2022-12-17,
17aab4f215681d736a68,UNKNOWN,UNKNOWN,,False,2022-11-09,,,,
41518df9ab134de1ae03,E05012647,E08000035,FROZEN ACCOUNTS CP4,True,2022-11-09,2022-11-09,2022-11-26,,
485c2228b7c74d3d55e6,E05011333,E07000165,FROZEN ACCOUNTS CP4,True,2022-11-09,2022-11-09,2022-11-26,,
58359bed5d9279ce8ada,E05011395,E08000035,confirmed,True,2022-11-09,2022-11-09,2022-11-26,2022-12-17,
5f167c62dac2bb9f5a89,E05011405,E08000035,confirmed,True,2022-11-09,2022-11-09,2022-11-26,2022-12-17,
6394ce344e784d4418f5,E05012842,E08000035,confirmed,True,2022-11-09,2022-11-09,2022-11-26,2022-12-17,
abdd2aeb4de2713aea1a,E05001365,E08000032,FROZEN ACCOUNTS CP3,True,2022-11-09,2023-01-22,,,2023-03-23
b0eee6323710d1eccc7a,UNKNOWN,UNKNOWN,,False,2022-11-09,,,,
bf598152972726134650,E05001381,E08000033,FROZEN ACCOUNT CP5,True,2022-11-09,2023-02-08,2023-03-20,,
f4419d4cfbd15fafc3e5,E05011397,E08000035,FROZEN ACCOUNT CP5,True,2022-11-09,2022-11-09,2022-11-26,,
