date,audience,net_audience_growth,audience_gained,sent_messages_total,published_posts_total,received_messages_total,impressions,video_views,engagements,engagement_rate_per_impression,reactions,comments,shares,post_link_clicks,sent_posts_linkedin,received_comments_linkedin,sent_comments_linkedin
2021-11-22,0,2,2,0,0,0,177,0,10,5.65,2,0,0,8,0,0,0
2021-11-23,0,1,1,0,0,0,201,0,8,3.98,3,0,1,4,0,0,0
2021-11-24,0,1,1,0,0,0,92,0,4,4.35,0,0,2,2,0,0,0
2021-11-25,0,4,4,0,0,0,102,0,3,2.94,0,0,0,3,0,0,0
2021-11-26,0,2,2,0,0,0,96,0,3,3.13,1,0,0,2,0,0,0
2021-11-27,0,1,1,0,0,0,63,0,2,3.17,0,0,0,2,0,0,0
2021-11-28,0,1,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0
2021-11-29,0,4,4,0,0,0,58,0,4,6.9,0,0,0,4,0,0,0
2021-11-30,0,3,3,0,0,0,53,0,3,5.66,0,0,0,3,0,0,0
2021-12-01,0,2,2,0,0,0,76,0,4,5.26,1,0,0,3,0,0,0
2021-12-02,0,0,0,0,0,0,73,0,4,5.48,2,0,0,2,0,0,0
2021-12-03,0,2,2,0,0,0,37,0,2,5.41,0,0,2,0,0,0,0
2021-12-04,0,0,0,0,0,0,17,0,1,5.88,0,0,0,1,0,0,0
2021-12-05,0,1,1,0,0,0,64,0,2,3.13,1,0,0,1,0,0,0
2021-12-06,0,1,1,0,0,0,49,0,4,8.16,1,0,0,3,0,0,0
2021-12-07,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
2021-12-08,0,1,1,0,0,0,227,0,10,4.41,3,0,1,6,0,0,0
2021-12-09,0,2,2,0,0,0,67,0,5,7.46,1,0,1,3,0,0,0
2021-12-10,0,2,2,0,0,0,29,0,1,3.45,0,0,0,1,0,0,0
2021-12-11,0,2,2,0,0,0,42,0,2,4.76,0,0,0,2,0,0,0
2021-12-12,0,1,1,0,0,0,14,0,1,7.14,0,0,1,0,0,0,0
2021-12-13,0,2,2,0,0,0,35,0,3,8.57,0,0,0,3,0,0,0
2021-12-14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2021-12-15,0,1,1,0,0,0,19,0,2,10.53,0,0,0,2,0,0,0
2021-12-16,0,2,2,0,0,0,15,0,1,6.67,0,0,0,1,0,0,0
2021-12-17,0,1,1,0,0,0,38,0,3,7.89,0,0,0,3,0,0,0
2021-12-18,0,1,1,0,0,0,18,0,1,5.56,0,0,0,1,0,0,0
2021-12-19,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2021-12-20,0,3,3,0,0,0,56,0,2,3.57,1,0,0,1,0,0,0
2021-12-21,0,9,9,0,0,0,51,0,3,5.88,0,0,0,3,0,0,0
2021-12-22,0,2,2,1,1,0,280,0,18,6.43,6,0,0,12,1,0,0
2021-12-23,0,2,2,1,1,0,406,0,43,10.59,9,0,2,32,1,0,0
2021-12-24,0,0,0,0,0,0,85,0,7,8.24,2,0,0,5,0,0,0
2021-12-25,0,0,0,0,0,0,30,0,1,3.33,0,0,0,1,0,0,0
2021-12-26,0,0,0,0,0,0,47,0,3,6.38,1,0,0,2,0,0,0
2021-12-27,0,2,2,0,0,0,43,0,3,6.98,1,0,0,2,0,0,0
2021-12-28,0,1,1,0,0,0,65,0,5,7.69,0,0,0,5,0,0,0
2021-12-29,0,2,2,0,0,0,20,0,2,10,0,0,0,2,0,0,0
2021-12-30,0,0,0,0,0,0,33,0,1,3.03,0,0,0,1,0,0,0
2021-12-31,0,2,2,0,0,0,51,0,5,9.8,1,0,1,3,0,0,0
2022-01-01,0,0,0,0,0,0,16,0,2,12.5,0,0,0,2,0,0,0
2022-01-02,0,1,1,0,0,0,22,0,1,4.55,0,0,0,1,0,0,0
2022-01-03,0,1,1,0,0,0,29,0,3,10.34,1,0,0,2,0,0,0
2022-01-04,0,1,1,0,0,0,54,0,3,5.56,0,0,1,2,0,0,0
2022-01-05,0,3,3,0,0,0,78,0,9,11.54,1,0,2,6,0,0,0
2022-01-06,0,2,2,1,1,0,34,0,1,2.94,0,0,1,0,1,0,0
2022-01-07,0,1,1,0,0,0,41,0,1,2.44,0,0,1,0,0,0,0
2022-01-08,0,1,1,1,1,0,195,0,17,8.72,3,0,1,13,1,0,0
2022-01-09,0,2,2,0,0,0,91,0,15,16.48,1,0,3,11,0,0,0
2022-01-10,0,3,3,0,0,0,105,0,4,3.81,0,0,0,4,0,0,0
2022-01-11,0,1,1,0,0,0,30,0,1,3.33,0,0,0,1,0,0,0
2022-01-12,0,3,3,0,0,0,54,0,0,0,0,0,0,0,0,0,0
2022-01-13,0,0,0,0,0,0,19,0,1,5.26,0,0,0,1,0,0,0
2022-01-14,0,1,1,1,1,0,55,0,2,3.64,0,0,1,1,1,0,0
2022-01-15,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2022-01-16,0,1,1,0,0,0,29,0,3,10.34,2,0,1,0,0,0,0
2022-01-17,0,4,4,0,0,0,87,0,3,3.45,0,0,0,3,0,0,0
2022-01-18,0,0,0,0,0,0,39,0,2,5.13,1,0,0,1,0,0,0
2022-01-19,0,1,1,0,0,0,46,0,5,10.87,1,0,0,4,0,0,0
2022-01-20,0,5,5,1,1,0,324,0,38,11.73,16,0,3,19,1,0,0
2022-01-21,0,4,4,3,3,0,1401,0,77,5.5,35,0,4,38,3,0,0
2022-01-22,0,1,1,0,0,0,391,0,21,5.37,6,0,1,14,0,0,0
2022-01-23,0,0,0,0,0,0,236,0,10,4.24,1,0,0,9,0,0,0
2022-01-24,0,7,7,0,0,0,326,0,15,4.6,9,0,0,6,0,0,0
2022-01-25,0,57,57,2,2,1,1357,0,147,10.83,53,1,13,80,2,1,0
2022-01-26,0,63,63,1,1,3,1315,0,140,10.65,48,3,6,83,1,3,0
2022-01-27,0,17,17,2,2,0,993,0,86,8.66,36,0,9,41,2,0,0
2022-01-28,0,16,16,0,0,0,801,0,56,6.99,21,0,6,29,0,0,0
2022-01-29,0,13,13,0,0,0,347,0,32,9.22,10,0,5,17,0,0,0
2022-01-30,0,10,10,0,0,0,287,0,14,4.88,4,0,0,10,0,0,0
2022-01-31,0,9,9,0,0,0,336,0,20,5.95,10,0,2,8,0,0,0
2022-02-01,0,13,13,0,0,0,288,0,16,5.56,7,0,0,9,0,0,0
2022-02-02,0,9,9,0,0,0,282,0,18,6.38,4,0,0,14,0,0,0
2022-02-03,0,14,14,0,0,0,240,0,10,4.17,7,0,0,3,0,0,0
2022-02-04,0,5,5,0,0,0,176,0,23,13.07,4,0,1,18,0,0,0
2022-02-05,0,9,9,0,0,0,122,0,3,2.46,2,0,0,1,0,0,0
2022-02-06,0,10,10,0,0,0,183,0,13,7.1,5,0,1,7,0,0,0
2022-02-07,0,9,9,0,0,0,199,0,11,5.53,4,0,1,6,0,0,0
2022-02-08,0,1,1,0,0,0,140,0,11,7.86,3,0,0,8,0,0,0
2022-02-09,0,6,6,1,1,1,736,0,68,9.24,22,1,6,39,1,1,0
2022-02-10,0,4,4,0,0,0,232,0,12,5.17,4,0,0,8,0,0,0
2022-02-11,0,9,9,1,1,0,516,0,35,6.78,16,0,2,17,1,0,0
2022-02-12,0,2,2,0,0,0,334,0,15,4.49,8,0,3,4,0,0,0
2022-02-13,0,6,6,0,0,0,178,0,11,6.18,0,0,0,11,0,0,0
2022-02-14,0,4,4,0,0,0,150,0,10,6.67,4,0,0,6,0,0,0
2022-02-15,0,4,4,0,0,0,164,0,12,7.32,4,0,2,6,0,0,0
2022-02-16,0,5,5,1,1,0,235,0,19,8.09,5,0,1,13,1,0,0
2022-02-17,0,5,5,1,1,0,248,0,16,6.45,3,0,3,10,1,0,0
2022-02-18,0,5,5,1,1,2,567,0,42,7.41,12,2,3,25,1,2,0
2022-02-19,0,2,2,0,0,0,172,0,9,5.23,5,0,0,4,0,0,0
2022-02-20,0,0,0,0,0,0,225,0,10,4.44,3,0,0,7,0,0,0
2022-02-21,0,7,7,1,1,0,356,0,20,5.62,8,0,3,9,1,0,0
2022-02-22,0,5,5,2,2,0,991,0,61,6.16,33,0,5,23,2,0,0
2022-02-23,0,6,6,2,2,0,983,0,52,5.29,25,0,2,25,2,0,0
2022-02-24,0,5,5,0,0,0,433,0,21,4.85,8,0,1,12,0,0,0
2022-02-25,0,5,5,0,0,0,264,0,13,4.92,4,0,0,9,0,0,0
2022-02-26,0,2,2,0,0,0,154,0,5,3.25,0,0,0,5,0,0,0
2022-02-27,0,2,2,0,0,0,178,0,7,3.93,3,0,0,4,0,0,0
2022-02-28,0,7,7,0,0,0,183,0,14,7.65,4,0,0,10,0,0,0
2022-03-01,0,4,4,0,0,0,219,0,15,6.85,5,0,1,9,0,0,0
2022-03-02,0,4,4,0,0,0,216,0,5,2.31,2,0,0,3,0,0,0
2022-03-03,0,3,3,0,0,0,210,0,7,3.33,3,0,1,3,0,0,0
2022-03-04,0,3,3,0,0,0,102,0,5,4.9,0,0,0,5,0,0,0
2022-03-05,0,1,1,0,0,0,83,0,2,2.41,0,0,0,2,0,0,0
2022-03-06,0,2,2,0,0,0,65,0,3,4.62,1,0,0,2,0,0,0
2022-03-07,0,3,3,0,0,0,192,0,6,3.13,1,0,1,4,0,0,0
2022-03-08,0,4,4,1,1,0,129,0,5,3.88,1,0,1,3,1,0,0
2022-03-09,0,5,5,0,0,0,87,0,7,8.05,1,0,0,6,0,0,0
2022-03-10,0,2,2,1,1,1,532,0,35,6.58,13,1,5,16,1,1,0
2022-03-11,1589,1,1,0,0,0,134,0,7,5.22,3,0,1,3,0,0,0
2022-03-12,1591,0,0,1,1,0,369,0,21,5.69,7,0,0,14,1,0,0
2022-03-13,1590,0,0,0,0,0,222,0,15,6.76,5,0,0,10,0,0,0
2022-03-14,1590,5,5,1,1,0,497,0,29,5.84,12,0,2,15,1,0,0
2022-03-15,1595,4,4,0,0,0,239,0,14,5.86,3,0,1,10,0,0,0
2022-03-16,1599,3,3,0,0,0,158,0,17,10.76,3,0,3,11,0,0,0
2022-03-17,1602,6,6,0,0,0,162,0,13,8.02,4,0,2,7,0,0,0
2022-03-18,1608,2,2,0,0,0,127,0,4,3.15,1,0,-1,4,0,0,0
2022-03-19,0,3,3,0,0,0,95,0,1,1.05,0,0,0,1,0,0,0
2022-03-20,0,3,3,0,0,0,81,0,4,4.94,0,0,0,4,0,0,0
2022-03-21,0,8,8,0,0,0,292,0,21,7.19,2,0,0,19,0,0,0
2022-03-22,1624,6,6,0,0,0,100,0,5,5,0,0,3,2,0,0,0
2022-03-23,1630,4,4,0,0,0,75,0,5,6.67,1,0,1,3,0,0,0
2022-03-24,1634,14,14,0,0,0,157,0,18,11.46,0,0,0,18,0,0,0
2022-03-25,1649,4,4,1,1,1,675,138,57,8.44,24,1,1,31,1,1,0
2022-03-26,1653,4,4,2,1,1,434,51,32,7.37,11,1,2,18,1,1,1
2022-03-27,1656,2,2,1,1,0,482,32,24,4.98,11,0,0,13,1,0,0
2022-03-28,1660,6,6,0,0,0,291,29,18,6.19,4,0,0,14,0,0,0
2022-03-29,1664,6,6,1,1,0,378,33,20,5.29,10,0,1,9,1,0,0
2022-03-30,1670,7,7,1,1,0,775,16,67,8.65,20,0,9,38,1,0,0
2022-03-31,1677,8,8,0,0,0,217,13,13,5.99,5,0,0,8,0,0,0
2022-04-01,1686,4,4,1,1,0,439,12,40,9.11,13,0,2,25,1,0,0
2022-04-02,1689,3,3,1,1,0,621,5,42,6.76,10,0,3,29,1,0,0
2022-04-03,1693,1,1,1,1,0,510,7,45,8.82,13,0,3,29,1,0,0
2022-04-04,1695,4,4,0,0,0,421,0,40,9.5,8,0,4,28,0,0,0
2022-04-05,1697,7,7,0,0,1,251,0,15,5.98,1,1,2,11,0,1,0
2022-04-06,1705,2,2,0,0,0,162,0,8,4.94,1,0,1,6,0,0,0
2022-04-07,1707,4,4,0,0,0,176,0,19,10.8,9,0,1,9,0,0,0
2022-04-08,1711,4,4,2,2,0,659,0,62,9.41,12,0,4,46,2,0,0
2022-04-09,1716,3,3,0,0,0,236,0,15,6.36,5,0,1,9,0,0,0
2022-04-10,1717,3,3,0,0,0,213,0,13,6.1,4,0,2,7,0,0,0
2022-04-11,1721,7,7,1,1,0,320,0,33,10.31,4,0,3,26,1,0,0
2022-04-12,1730,7,7,1,1,0,199,0,15,7.54,2,0,0,13,1,0,0
2022-04-13,1735,4,4,0,0,0,145,0,10,6.9,4,0,0,6,0,0,0
2022-04-14,1739,4,4,1,1,0,125,0,10,8,0,0,2,8,1,0,0
2022-04-15,1743,11,11,1,1,0,142,0,15,10.56,1,0,0,14,1,0,0
2022-04-16,1754,5,5,1,1,0,125,0,16,12.8,3,0,0,13,1,0,0
2022-04-17,1760,2,2,0,0,0,92,0,6,6.52,1,0,0,5,0,0,0
2022-04-18,1762,2,2,0,0,0,130,0,12,9.23,1,0,0,11,0,0,0
2022-04-19,1764,5,5,1,1,0,354,0,21,5.93,2,0,0,19,1,0,0
2022-04-20,1768,6,6,1,1,0,245,0,11,4.49,3,0,1,7,1,0,0
2022-04-21,1775,2,2,1,1,0,519,0,27,5.2,5,0,2,20,1,0,0
2022-04-22,1777,2,2,0,0,0,120,0,4,3.33,1,0,0,3,0,0,0
2022-04-23,1778,0,0,0,0,0,67,0,5,7.46,2,0,0,3,0,0,0
2022-04-24,1778,2,2,1,1,0,389,0,22,5.66,3,0,0,19,1,0,0
2022-04-25,1780,8,8,1,1,0,313,0,17,5.43,6,0,1,10,1,0,0
2022-04-26,1790,6,6,0,0,0,235,0,15,6.38,4,0,0,11,0,0,0
2022-04-27,1794,1,1,0,0,0,192,0,14,7.29,5,0,0,9,0,0,0
2022-04-28,1796,8,8,0,0,0,130,0,7,5.38,1,0,0,6,0,0,0
2022-04-29,1803,1,1,0,0,0,88,0,2,2.27,0,0,1,1,0,0,0
2022-04-30,1807,4,4,0,0,0,6,0,1,16.67,0,0,0,1,0,0,0
2022-05-01,1808,2,2,0,0,0,58,0,6,10.34,0,0,0,6,0,0,0
2022-05-02,1811,5,5,0,0,0,103,0,9,8.74,2,0,0,7,0,0,0
2022-05-03,1816,6,6,0,0,0,139,0,14,10.07,0,0,0,14,0,0,0
2022-05-04,1827,12,12,1,1,0,218,0,12,5.5,4,0,0,8,1,0,0
2022-05-05,1833,5,5,1,1,0,468,0,37,7.91,11,0,2,24,1,0,0
2022-05-06,1839,6,6,0,0,1,305,0,13,4.26,5,1,0,7,0,1,0
2022-05-07,1842,4,4,1,1,0,441,0,29,6.58,5,0,2,22,1,0,0
2022-05-08,1847,5,5,0,0,0,188,0,11,5.85,1,0,1,9,0,0,0
2022-05-09,1852,4,4,0,0,0,221,0,6,2.71,2,0,0,4,0,0,0
2022-05-10,1856,1,1,0,0,0,97,0,5,5.15,0,0,0,5,0,0,0
2022-05-11,1856,0,0,1,1,0,314,0,25,7.96,8,0,1,16,1,0,0
2022-05-12,1856,3,3,0,0,1,306,0,25,8.17,12,1,0,12,0,1,0
2022-05-13,1860,1,1,0,0,0,154,0,15,9.74,4,0,1,10,0,0,0
2022-05-14,1860,1,1,0,0,0,70,0,7,10,3,0,0,4,0,0,0
2022-05-15,1861,0,0,0,0,0,98,0,7,7.14,2,0,0,5,0,0,0
2022-05-16,1861,3,3,0,0,0,93,0,3,3.23,1,0,0,2,0,0,0
2022-05-17,1864,5,5,1,1,0,291,0,15,5.15,3,0,0,12,1,0,0
2022-05-18,1869,4,4,0,0,0,135,0,7,5.19,1,0,0,6,0,0,0
2022-05-19,1873,5,5,0,0,0,101,0,9,8.91,2,0,0,7,0,0,0
2022-05-20,1880,4,4,1,1,0,274,0,11,4.01,3,0,2,6,1,0,0
2022-05-21,1882,1,1,0,0,0,99,0,4,4.04,2,0,0,2,0,0,0
2022-05-22,1884,2,2,0,0,0,90,0,4,4.44,0,0,0,4,0,0,0
2022-05-23,1885,2,2,0,0,0,174,0,5,2.87,0,0,0,5,0,0,0
2022-05-24,1887,5,5,1,1,0,301,0,12,3.99,3,0,0,9,1,0,0
2022-05-25,1892,7,7,1,1,2,1192,0,79,6.63,26,2,0,51,1,2,0
2022-05-26,1900,3,3,0,0,0,367,0,13,3.54,4,0,0,9,0,0,0
2022-05-27,1902,0,0,0,0,0,125,0,9,7.2,2,0,0,7,0,0,0
2022-05-28,1902,0,0,0,0,0,55,0,2,3.64,1,0,0,1,0,0,0
2022-05-29,1902,0,0,0,0,0,63,0,3,4.76,0,0,0,3,0,0,0
2022-05-30,1903,5,5,0,0,0,71,0,4,5.63,3,0,0,1,0,0,0
2022-05-31,1907,9,9,1,1,0,1019,0,71,6.97,16,0,1,54,1,0,0
2022-06-01,1919,19,19,1,1,1,1718,0,130,7.57,79,1,1,49,1,1,0
2022-06-02,1932,2,2,0,0,0,503,0,36,7.16,17,0,1,18,0,0,0
2022-06-03,1935,3,3,1,1,1,451,0,23,5.1,10,1,0,12,1,1,0
2022-06-04,1938,3,3,0,0,1,322,0,25,7.76,9,1,0,15,0,1,0
2022-06-05,1941,3,3,1,1,0,468,0,30,6.41,10,0,0,20,1,0,0
2022-06-06,1943,1,1,0,0,1,484,0,30,6.2,11,1,0,18,0,1,0
2022-06-07,1945,6,6,0,0,0,336,0,28,8.33,13,0,0,15,0,0,0
2022-06-08,1951,4,4,0,0,0,218,0,14,6.42,8,0,0,6,0,0,0
2022-06-09,1954,4,4,0,0,1,37,0,8,21.62,4,1,0,3,0,1,0
2022-06-10,1959,2,2,0,0,0,71,0,12,16.9,4,0,0,8,0,0,0
2022-06-11,1962,2,2,0,0,0,28,0,6,21.43,3,0,0,3,0,0,0
2022-06-12,1963,0,0,0,0,0,52,0,4,7.69,2,0,1,1,0,0,0
2022-06-13,1963,1,1,0,0,0,41,0,6,14.63,6,0,0,0,0,0,0
2022-06-14,1966,5,5,0,0,0,127,0,7,5.51,5,0,0,2,0,0,0
2022-06-15,1969,8,8,1,1,0,831,0,63,7.58,19,0,5,39,1,0,0
2022-06-16,1976,3,3,1,1,0,428,0,35,8.18,10,0,0,25,1,0,0
2022-06-17,1979,3,3,1,1,0,211,0,8,3.79,1,0,0,7,1,0,0
2022-06-18,1982,4,4,1,1,0,339,0,26,7.67,3,0,1,22,1,0,0
2022-06-19,1986,0,0,0,0,0,148,0,6,4.05,0,0,0,6,0,0,0
2022-06-20,1986,1,1,0,0,0,135,0,15,11.11,1,0,1,13,0,0,0
2022-06-21,1988,1,1,1,1,0,156,0,14,8.97,3,0,0,11,1,0,0
2022-06-22,1988,1,1,1,1,0,276,0,24,8.7,6,0,0,18,1,0,0
2022-06-23,1989,7,7,0,0,0,156,0,17,10.9,4,0,0,13,0,0,0
2022-06-24,1997,2,2,1,1,0,119,0,14,11.76,3,0,0,11,1,0,0
2022-06-25,1998,1,1,1,1,0,95,0,5,5.26,2,0,0,3,1,0,0
2022-06-26,2001,6,6,1,1,1,144,0,12,8.33,2,1,0,9,1,1,0
2022-06-27,2006,6,6,1,1,0,391,0,31,7.93,7,0,1,23,1,0,0
2022-06-28,2012,17,17,1,1,0,401,0,43,10.72,15,0,5,23,1,0,0
2022-06-29,2028,8,8,1,1,2,1093,0,102,9.33,55,2,4,41,1,2,0
2022-06-30,2033,4,4,1,1,2,977,0,74,7.57,32,2,3,37,1,2,0
2022-07-01,2040,7,7,1,1,1,761,0,65,8.54,33,1,2,29,1,1,0
2022-07-02,2045,4,4,1,1,0,499,0,38,7.62,20,0,4,14,1,0,0
2022-07-03,2049,6,6,1,1,1,549,0,25,4.55,10,1,0,14,1,1,0
2022-07-04,2057,8,8,0,0,1,422,0,23,5.45,11,1,0,11,0,1,0
2022-07-05,2065,11,11,0,0,1,269,0,18,6.69,7,1,0,10,0,1,0
2022-07-06,2075,5,5,0,0,0,226,0,20,8.85,10,0,0,10,0,0,0
2022-07-07,2081,4,4,0,0,1,171,0,10,5.85,3,1,0,6,0,1,0
2022-07-08,2086,4,4,0,0,0,176,0,16,9.09,6,0,0,10,0,0,0
2022-07-09,2088,1,1,0,0,0,170,0,15,8.82,2,0,0,13,0,0,0
2022-07-10,2089,3,3,0,0,0,150,0,9,6,4,0,0,5,0,0,0
2022-07-11,2092,2,2,0,0,0,187,0,8,4.28,1,0,0,7,0,0,0
2022-07-12,2094,3,3,0,0,0,211,0,7,3.32,3,0,1,3,0,0,0
2022-07-13,2097,4,4,0,0,0,160,0,6,3.75,1,0,0,5,0,0,0
2022-07-14,2101,16,16,1,1,1,2544,0,219,8.61,108,1,0,110,1,1,0
2022-07-15,2117,4,4,1,1,0,838,0,45,5.37,17,0,0,28,1,0,0
2022-07-16,2120,2,2,0,0,0,412,0,32,7.77,9,0,0,23,0,0,0
2022-07-17,2122,2,2,0,0,0,401,0,26,6.48,8,0,0,18,0,0,0
2022-07-18,2124,5,5,1,1,0,558,0,26,4.66,10,0,0,16,1,0,0
2022-07-19,2132,10,10,0,0,0,358,0,13,3.63,11,0,0,2,0,0,0
2022-07-20,2139,2,2,1,1,0,596,0,26,4.36,8,0,0,18,1,0,0
2022-07-21,2141,4,4,1,1,2,406,0,47,11.58,14,2,1,30,1,2,0
2022-07-22,2145,1,1,3,3,1,1033,0,52,5.03,17,1,0,34,3,1,0
2022-07-23,2146,3,3,1,1,0,678,0,34,5.01,6,0,1,27,1,0,0
2022-07-24,2150,2,2,1,1,0,426,0,25,5.87,6,0,1,18,1,0,0
2022-07-25,2152,8,8,2,2,0,948,0,65,6.86,19,0,0,46,2,0,0
2022-07-26,2160,7,7,1,1,0,907,0,57,6.28,19,0,1,37,1,0,0
2022-07-27,2166,7,7,0,0,0,396,0,28,7.07,11,0,0,17,0,0,0
2022-07-28,2175,3,3,2,2,0,578,0,38,6.57,12,0,3,23,2,0,0
2022-07-29,2178,7,7,2,2,0,539,0,54,10.02,24,0,9,21,2,0,0
2022-07-30,2183,4,4,0,0,0,262,0,19,7.25,5,0,1,13,0,0,0
2022-07-31,2187,5,5,0,0,0,216,0,18,8.33,5,0,5,8,0,0,0
2022-08-01,2192,8,8,1,1,0,420,0,36,8.57,7,0,3,26,1,0,0
2022-08-02,2199,10,10,0,0,0,321,0,24,7.48,5,0,1,18,0,0,0
2022-08-03,2211,4,4,0,0,0,323,0,22,6.81,4,0,2,16,0,0,0
2022-08-04,2214,5,5,0,0,0,206,0,24,11.65,6,0,0,18,0,0,0
2022-08-05,2221,4,4,0,0,0,139,0,7,5.04,1,0,0,6,0,0,0
2022-08-06,2224,2,2,0,0,0,192,0,9,4.69,1,0,0,8,0,0,0
2022-08-07,2227,6,6,0,0,0,205,0,17,8.29,3,0,0,14,0,0,0
2022-08-08,2231,6,6,0,0,0,220,0,12,5.45,1,0,0,11,0,0,0
2022-08-09,2237,0,0,0,0,0,210,0,13,6.19,7,0,1,5,0,0,0
2022-08-10,2245,0,0,0,0,0,223,0,5,2.24,2,0,0,3,0,0,0
2022-08-11,2253,6,6,0,0,0,221,0,15,6.79,3,0,0,12,0,0,0
2022-08-12,2260,9,9,0,0,0,176,0,5,2.84,0,0,0,5,0,0,0
2022-08-13,2269,2,2,0,0,0,77,0,2,2.6,0,0,0,2,0,0,0
2022-08-14,2271,9,9,2,2,0,1744,0,169,9.69,44,0,1,124,2,0,0
2022-08-15,2282,13,13,0,0,1,1285,0,113,8.79,28,1,1,83,0,1,0
2022-08-16,2296,10,10,1,1,0,773,0,64,8.28,25,0,2,37,1,0,0
2022-08-17,2303,31,31,0,0,0,1002,0,73,7.29,27,0,4,42,0,0,0
2022-08-18,2333,13,13,0,0,0,519,0,69,13.29,16,0,2,51,0,0,0
2022-08-19,2345,3,3,0,0,0,478,0,27,5.65,10,0,1,16,0,0,0
2022-08-20,2348,2,2,0,0,0,340,0,22,6.47,8,0,1,13,0,0,0
2022-08-21,2351,3,3,0,0,0,388,0,26,6.7,9,0,0,17,0,0,0
2022-08-22,2354,7,7,0,0,0,369,0,17,4.61,9,0,2,6,0,0,0
2022-08-23,2359,4,4,0,0,1,489,0,37,7.57,10,1,0,26,0,1,0
2022-08-24,2370,9,9,0,0,0,315,0,15,4.76,5,0,1,9,0,0,0
2022-08-25,2373,5,5,0,0,0,132,0,11,8.33,3,0,0,8,0,0,0
2022-08-26,2377,3,3,0,0,0,128,0,8,6.25,3,0,0,5,0,0,0
2022-08-27,2381,1,1,0,0,0,142,0,4,2.82,0,0,0,4,0,0,0
2022-08-28,2381,1,1,0,0,0,88,0,12,13.64,0,0,1,11,0,0,0
2022-08-29,2382,1,1,0,0,0,125,0,6,4.8,0,0,0,6,0,0,0
2022-08-30,2383,2,2,0,0,0,112,0,7,6.25,1,0,0,6,0,0,0
2022-08-31,2385,3,3,0,0,0,55,0,3,5.45,1,0,0,2,0,0,0
2022-09-01,2390,9,9,0,0,0,81,0,6,7.41,5,0,0,1,0,0,0
2022-09-02,2399,6,6,0,0,0,70,0,5,7.14,3,0,1,1,0,0,0
2022-09-03,2403,4,4,0,0,0,89,0,9,10.11,0,0,0,9,0,0,0
2022-09-04,2407,1,1,0,0,0,41,0,2,4.88,1,0,0,1,0,0,0
2022-09-05,2408,2,2,0,0,0,84,0,2,2.38,0,0,0,2,0,0,0
2022-09-06,2412,6,6,0,0,0,49,0,2,4.08,0,0,1,1,0,0,0
2022-09-07,2419,3,3,0,0,0,101,0,5,4.95,1,0,1,3,0,0,0
2022-09-08,2421,3,3,0,0,0,45,0,1,2.22,0,0,0,1,0,0,0
2022-09-09,2424,2,2,0,0,0,45,0,1,2.22,1,0,0,0,0,0,0
2022-09-10,2426,1,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0
2022-09-11,2427,2,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2022-09-12,2429,2,2,0,0,0,64,0,8,12.5,1,0,0,7,0,0,0
2022-09-13,2431,4,4,0,0,0,52,0,3,5.77,0,0,0,3,0,0,0
2022-09-14,2438,7,7,0,0,0,25,0,1,4,0,0,0,1,0,0,0
2022-09-15,2440,4,4,0,0,0,30,0,4,13.33,0,0,0,4,0,0,0
2022-09-16,2444,1,1,0,0,0,34,0,-1,-2.94,-1,0,0,0,0,0,0
2022-09-17,2445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-09-18,2445,2,2,0,0,0,10,0,5,50,0,0,2,3,0,0,0
2022-09-19,2447,2,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2022-09-20,2449,6,6,1,1,0,624,448,43,6.89,21,0,4,18,1,0,0
2022-09-21,2457,16,16,1,1,0,814,694,45,5.53,27,0,4,14,1,0,0
2022-09-22,2475,10,10,1,1,0,782,689,45,5.75,31,0,6,8,1,0,0
2022-09-23,2483,22,22,3,3,1,2735,307,240,8.78,116,1,19,104,3,1,0
2022-09-24,2506,14,14,0,0,0,1048,294,70,6.68,44,0,1,25,0,0,0
2022-09-25,2518,5,5,0,0,0,582,152,37,6.36,18,0,1,18,0,0,0
2022-09-26,2525,15,15,0,0,0,890,340,61,6.85,27,0,4,30,0,0,0
2022-09-27,2540,19,19,0,0,0,434,144,32,7.37,20,0,2,10,0,0,0
2022-09-28,2558,11,11,0,0,0,256,162,20,7.81,10,0,1,9,0,0,0
2022-09-29,2571,9,9,1,1,0,454,120,37,8.15,14,0,3,20,1,0,0
2022-09-30,2577,10,10,0,0,0,485,70,33,6.8,10,0,4,19,0,0,0
2022-10-01,2589,4,4,0,0,0,267,17,20,7.49,7,0,0,13,0,0,0
2022-10-02,2593,7,7,0,0,0,251,12,16,6.37,7,0,0,9,0,0,0
2022-10-03,2600,6,6,0,0,0,212,0,4,1.89,1,0,0,3,0,0,0
2022-10-04,2607,10,10,1,1,1,1091,0,90,8.25,26,2,0,62,1,1,0
2022-10-05,2616,11,11,1,1,0,853,194,51,5.98,17,0,2,32,1,0,0
