OBJECTID,WD21CD,WD21NM,WD21NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,SHAPE_Length,SHAPE_Area
4225,E05010615,Long Eaton Central, ,449092,332804,-1.27179,52.890469,{4D0C9040-0729-485D-A4AA-D929D953D862},6318.20443365558,1863865.20832309
4226,E05010616,Nottingham Road, ,450216,332789,-1.25508,52.890228,{1FCF5687-694F-4C92-87C8-22C27FB3CC2B},11415.993447574,4435090.32747239
4227,E05010617,Ockbrook & Borrowash, ,442574,336164,-1.36822,52.92123,{6DD787C0-6816-49C5-90DF-78B982FC6C27},15825.3713163629,8561307.9039535
4228,E05010618,Sandiacre, ,447880,336607,-1.28924,52.924759,{5E296372-289C-4407-AB33-35F7C8C0CE66},9477.2973424767,2755282.1317335
4229,E05010619,Sawley, ,447835,331672,-1.29063,52.880409,{74F8A46D-F9EC-44B7-8D35-14A1DB46EE8A},8771.61916566695,3260715.07903509
4230,E05010620,Shipley View, ,445593,343162,-1.32234,52.983879,{7D445442-1142-4561-8100-DF6EDBCFD1DA},4814.38618353441,924793.047610875
4231,E05010621,West Hallam & Dale Abbey, ,443641,339837,-1.35186,52.954159,{ABE8F305-6325-4538-AC77-ACC96C9469E8},36768.3403935603,17761751.3183683
4232,E05010622,Wilsthorpe, ,447781,332801,-1.29127,52.89056,{86B8E602-86FC-4BBA-A3C5-033A3B3C1C6C},6221.85083718569,1609746.79168064
4233,E05010623,Barms, ,407184,374646,-1.8937401,53.268768,{5B1E2165-D3A1-4BF9-87E1-ABA4FA15EB52},6813.35976597831,1992784.99391983
4234,E05010624,Blackbrook, ,404906,382948,-1.92777,53.343418,{8B4F2B9A-365B-443D-AE57-BB8F1E8BFCF9},35704.8675949482,32437066.0117389
4235,E05010625,Burbage, ,402066,373316,-1.97048,53.256859,{B00802E1-A2F7-4381-A409-916B5DFC81D5},70261.9560495102,53435138.0394071
4236,E05010626,Buxton Central, ,406078,373231,-1.91035,53.256062,{67266A30-A66C-442F-A0C6-7A5B7F217314},5003.96677995133,826665.668320977
4237,E05010627,Chapel East, ,408004,381675,-1.8812701,53.33194,{D73997A5-6B64-4ADC-B495-06B588F485A4},18660.0900722239,13722018.1750455
4238,E05010628,Chapel West, ,405522,379836,-1.91857,53.315441,{197792D8-9558-4C7A-A5B4-35E8EA999A31},10941.9625171923,3043775.53072132
4239,E05010629,Corbar, ,405100,374740,-1.92498,53.269642,{985D7734-3B5E-4CDC-A12F-3445CEDAACFA},12976.2701562848,7904663.54472744
4240,E05010630,Cote Heath, ,407806,371460,-1.88449,53.24012,{0D35BBDF-9E40-4B7F-AEC3-CFE19C9E0EB7},18881.1685315419,8849265.2440727
4241,E05010631,Dinting, ,403034,395056,-1.95577,53.452271,{00404AB2-2487-476C-A51B-8DCDE1844081},8864.6890620481,2431986.2421146
4242,E05010632,Gamesley, ,400808,394667,-1.98929,53.44878,{3A790DD2-1DEA-41AE-8814-3FF88FB5F6A8},4445.58021767589,852567.647660945
4243,E05010633,Hadfield North, ,401585,396313,-1.97759,53.46357,{03559C51-4E74-429C-B4C0-AA027EC0D987},4530.17814889145,697736.21298165
4244,E05010634,Hadfield South, ,401672,395022,-1.97628,53.451969,{CDA48A63-1D3E-424A-BEB3-6B7548E0C750},7339.21055915102,1651160.73588959
4245,E05010635,Hayfield, ,406056,387623,-1.91041,53.385429,{9C28FA5B-06FA-47C9-B5F8-A182CA9C2251},23549.097019144,24357205.1699258
4246,E05010636,Hope Valley, ,414612,389360,-1.78169,53.400879,{B261051C-07DD-4DFE-9BBE-B28AB354269E},81273.181443198,190122930.971405
4247,E05010637,Howard Town, ,403203,393790,-1.95324,53.440891,{7B79D914-3A31-46FC-B33C-6EF12E22FC3C},6679.17432828074,1039160.275725
4248,E05010638,Limestone Peak, ,409433,376044,-1.85998,53.2813,{EF172AC7-650A-4B01-B5BB-4536C255A39A},30722.1400354502,30039088.5781534
4249,E05010639,New Mills East, ,401077,385229,-1.98527,53.363941,{C1BE3424-D75F-4201-BD53-B882AE293F98},16365.0679882047,6627133.60504672
4250,E05010640,New Mills West, ,399209,386222,-2.01335,53.372871,{90998380-88EE-4D20-9161-7BF22FCB066A},14444.9226867981,4872263.47868281
4251,E05010641,Old Glossop, ,404458,394384,-1.93434,53.44622,{EF4F89B0-09EF-4EAA-BBB5-E4D364C62DE0},6276.76310779003,1794343.32798624
4252,E05010642,Padfield, ,403065,396057,-1.9553,53.461262,{C70C4E1B-8E6F-4FF6-A4B3-E38282FCD8C2},7341.16829004863,1706129.2455781
4253,E05010643,St John's, ,405825,394481,-1.9137599,53.447079,{2F755B87-5407-46D4-BC06-3454C81F559A},58110.0091979427,64589837.4654667
4254,E05010644,Sett, ,402311,388753,-1.9667,53.395618,{A6610391-59D6-4DD2-90F0-F4C7E1AE3DCA},24639.1287081838,17203583.7158868
4255,E05010645,Simmondley, ,402416,393372,-1.96509,53.43713,{170A518F-CBD9-4323-857E-6B9400E4990D},7912.26626255958,1818422.3867544
4256,E05010646,Stone Bench, ,407456,373451,-1.88969,53.258018,{2FB83A5A-FF82-4ED4-B4DC-4CB812B8F5DB},6699.74663453937,2632575.9125078
4257,E05010647,Temple, ,405335,372248,-1.9215,53.247238,{7BD64053-1BF4-4E78-9F1E-BB43303647C6},7193.31674868542,2013064.68637252
4258,E05010648,Tintwistle, ,407768,400645,-1.8843499,53.50246,{3D1E07B2-B1F9-4C61-B38C-42770964091C},43115.6583095515,48044300.6465235
4259,E05010649,Whaley Bridge, ,400953,380898,-1.98715,53.325008,{7F517C80-B496-4308-AF92-897C0B964F45},20179.859066734,14102103.7075711
4260,E05010650,Whitfield, ,403965,393208,-1.94178,53.43565,{3A089064-560F-4989-879B-466DC9830730},5160.55807911927,1447031.69437033
4261,E05010651,Alrewas & Fradley, ,415908,313976,-1.7659,52.723209,{54E228B7-EE77-4E6A-8DC9-C958FADD2944},26580.0154101135,24799947.8700456
4262,E05010652,Armitage with Handsacre, ,410668,315341,-1.84343,52.735611,{E79D889E-AC3F-4ED6-86A6-3C521A1D00CE},29123.636511485,23709248.9940708
4263,E05010653,Boley Park, ,413165,309144,-1.8067,52.679852,{FA62C0A4-316A-4AFD-AEE8-1620735DEF8B},5429.5666323322,1352001.96418331
4264,E05010654,Boney Hay & Central, ,405093,309926,-1.92608,52.687012,{BC2D21F7-2FA0-4E92-8EBC-67C5F7BF253A},6361.74374994166,1532065.45512137
4265,E05010655,Bourne Vale, ,415867,302837,-1.76703,52.623081,{3D4064FA-5FB4-4193-9DA3-10CB7CBAF2FD},44211.8372035019,48170350.1653427
4266,E05010656,Chadsmead, ,411019,310762,-1.83839,52.694439,{E1107052-18A8-4EC8-B03A-45D032593C5D},7361.90438661804,1538674.44592236
4267,E05010657,Chase Terrace, ,403877,310148,-1.94407,52.689018,{29FC6DC9-B473-43C9-9BC9-68D20A5E7FD5},6711.56704012735,1664720.8665527
4268,E05010658,Chasetown, ,403894,307918,-1.94384,52.668968,{F3CF10B6-58EE-4F50-B9B9-F52396256742},11669.0883307992,4942082.08261782
4269,E05010659,Colton & the Ridwares, ,407985,319888,-1.88306,52.776531,{45B1E150-9814-4A29-A248-AABD5FE38E4F},36029.5109822449,39484311.6817564
4270,E05010660,Curborough, ,411911,310902,-1.8251801,52.695679,{9CEE0458-995C-4A3F-BB72-F38950902EB5},5609.46372892034,1149819.01327035
4271,E05010661,Fazeley, ,418302,302628,-1.7310801,52.621132,{69BC7454-4BC5-4D61-A6C8-9E478D64C51E},12384.5783434924,5868506.47637921
4272,E05010662,Hammerwich with Wall, ,407735,307241,-1.88706,52.662849,{94FCA9A3-BF5C-433E-BBAA-48E1A2608868},25045.8336826257,17665090.856578
4273,E05010663,Highfield, ,407860,309684,-1.88515,52.684811,{4C1D0181-86C0-4A2F-BD04-C01C6FF8E609},13786.3122210252,6466050.34946103
4274,E05010664,Leomansley, ,410511,309326,-1.84595,52.681541,{E64D1CD7-D83A-4E0A-960C-B4986A60E789},9665.10782258154,3698549.52048967
4275,E05010665,Little Aston & Stonnall, ,408615,301126,-1.87421,52.607861,{A691491D-E571-4DCA-9EEC-30E56DF1CFEA},23137.7078345818,15021044.7976124
4276,E05010666,Longdon, ,408627,312863,-1.8737299,52.713371,{72441947-19A5-4321-96A8-3DBE539E2BBC},30678.9738955599,29803010.8987658
4277,E05010667,Mease Valley, ,423989,310506,-1.6465,52.691719,{608078A9-C0D2-458C-8B95-AD194DCF5FB2},37109.7769965877,42079669.8098234
4278,E05010668,St John's, ,411648,308054,-1.82917,52.67009,{4B194DFF-BB7A-41B9-B826-4E785BF05D17},10716.1806452708,4149441.22901231
4279,E05010669,Shenstone, ,410029,303983,-1.85324,52.633518,{8B374D83-D6A6-484E-9013-9DDC57E0943E},19939.4803000137,10592425.7939755
4280,E05010670,Stowe, ,412488,310213,-1.8166699,52.68948,{1532AE95-A9FA-4D36-98A6-7824D7FD61A2},7814.67489682464,2132975.21990803
4281,E05010671,Summerfield & All Saints, ,405823,308812,-1.9153,52.676991,{B29FE4E7-7256-4693-815C-969B8E8FB2A5},6857.55901893164,1193400.67912946
4282,E05010672,Whittington & Streethay, ,417437,307380,-1.7436,52.663872,{94389499-0D0B-4D6D-BFBD-B9BC6A2C7A85},40653.746801066,44280943.1199703
4283,E05010673,Abbey Hill, ,451953,356320,-1.2255,53.10157,{256CDA84-80A5-4388-AD4B-77D894E813E8},9073.94089459171,2908533.6164293
4284,E05010674,Annesley & Kirkby Woodhouse, ,449623,352355,-1.2609,53.066151,{9CA697AD-F4D8-450A-8E50-9A4F3F11B7C0},19048.5301141185,16321379.5279988
4285,E05010675,Ashfields, ,447989,358118,-1.28443,53.118099,{847B8088-E9A8-406A-8007-1186087EEBC6},7276.13394299816,1757873.56336073
4286,E05010676,Carsic, ,448551,359706,-1.27579,53.132332,{446F18E3-CFE6-4DF1-A2C2-75A10C9C0CBC},6830.77219998121,1130463.21144767
4287,E05010677,Sutton Central & New Cross, ,450184,359114,-1.25148,53.12685,{16D01F7A-62DF-4140-A4D2-80FF3B2E29F5},8378.84399647677,2040872.55092493
4288,E05010678,Hucknall Central, ,453329,348900,-1.20617,53.03474,{0D61C39F-4CFB-4AB9-8DFD-3C537637F160},6898.85954286797,1507550.95350059
4289,E05010679,Hucknall North, ,454355,349430,-1.1907901,53.039398,{91BEAACD-BB81-4045-8FBD-40EF4C5A7E7C},10865.1894903117,3772932.01360433
4290,E05010680,Hucknall South, ,453716,348086,-1.2005399,53.02739,{28A588BA-7D53-46BC-BB81-C1E7EDD75685},10877.7280559937,2585655.58900532
4291,E05010681,Hucknall West, ,452228,348358,-1.22268,53.02998,{D926D32D-6F7E-42F1-A9BB-5A07CDFA3859},17602.5272767089,8288226.48868096
4292,E05010682,Huthwaite & Brierley, ,447139,358829,-1.29702,53.124569,{AC8EF067-79A7-472B-B5EF-F25DE8F7654F},13964.6557082537,5240886.04753851
4293,E05010683,Jacksdale & Westwood, ,445289,352146,-1.32561,53.064659,{94B7E2DD-88CC-4764-862A-093D91EFFBD8},11657.7123245037,4423665.13618801
4294,E05010684,Kingsway, ,452123,355042,-1.22317,53.090069,{6AB9C99B-6F2B-40E2-BE1B-6B3B606BFFE8},10066.8100301719,4240734.32779298
4295,E05010685,Kirkby Cross & Portland, ,447981,355202,-1.2849801,53.091888,{0081C3D0-BD49-425F-AFEF-42BB85939F84},14911.4962128547,5892318.09436443
4296,E05010686,Larwood, ,448218,357037,-1.28117,53.108372,{A858FB6E-1D32-42D2-B9BB-FBAEA1D21F9F},13225.3505944429,4248814.14932522
4297,E05010687,Leamington, ,449545,358125,-1.26118,53.118019,{608E6DD8-6F77-4F88-807C-98091A558410},3656.42723586807,722355.088094834
4298,E05010688,Sutton St Mary's, ,448861,358853,-1.2712899,53.12463,{639736DF-75D3-449C-9096-D2530AB192DB},6002.93981844213,895063.423689761
4299,E05010689,Selston, ,446363,353445,-1.3093899,53.076241,{07906EBD-A671-4E08-B699-9B6BA86AB599},10806.8731199185,5151730.60380681
4300,E05010690,Skegby, ,449928,361461,-1.25494,53.147968,{599CE98F-40A3-47CA-B0FE-BD9EA6CA4CBD},13955.1929728524,4788755.25357507
4301,E05010691,Stanton Hill & Teversal, ,447333,362069,-1.29365,53.153671,{2CD9F5C1-B1D1-466C-8755-5CB5AFCECA78},18770.249727975,12352389.6125186
4302,E05010692,Greenwood & Summit, ,450151,356473,-1.25239,53.103119,{A76FEF11-76AC-43E1-AA58-608E651BCDCB},9820.25061613189,2355322.07072711
4303,E05010693,Sutton Junction & Harlow Wood, ,453251,357749,-1.20588,53.114288,{F1796BFC-108F-436D-BEEE-703263CE79C4},16196.957945516,11414474.4504099
4304,E05010694,The Dales, ,449388,360143,-1.26322,53.136181,{F9416474-4B86-491C-B2F5-2CE09D32720A},5800.57569280212,852749.650069473
4305,E05010695,Underwood, ,447781,351467,-1.28852,53.058338,{5776B926-998D-4D1D-8922-75A1E5378383},14817.1771886117,6665195.80010069
4306,E05010696,Abbey, ,399742,202282,-2.00512,51.719261,{07DD4640-8D2C-4A32-9BA7-ABC2DE5590AC},24969.8836212332,13359990.6952821
4307,E05010697,Blockley, ,418252,239120,-1.73524,52.050179,{FC4E392B-D0E7-43EE-96A6-B92DB55135E2},47920.7588517208,45023909.2101216
4308,E05010698,Bourton Vale, ,411445,226596,-1.83492,51.937759,{017E4065-D26B-401B-B3B9-CB433A2CC4BB},74092.2182844507,103653523.868023
4309,E05010699,Bourton Village, ,417122,221155,-1.75261,51.888699,{89DC505A-9876-496D-A57B-9EFF78D6C2D5},8161.46780035215,2727324.31505212
4310,E05010700,Campden & Vale, ,413459,239492,-1.80512,52.053661,{69180593-BF6D-4D75-8A68-A9B83902467D},44692.5885767277,56246579.1715863
4311,E05010701,Chedworth & Churn Valley, ,402943,210475,-1.95872,51.792919,{D839C11A-AD0F-42BF-9481-D5CD56E695D4},56445.2848717612,84685504.4628418
4312,E05010702,Chesterton, ,402004,200370,-1.9723901,51.702068,{1B5A1D01-1837-4767-A023-BC98403154A3},5548.83670895057,1159968.66715455
4313,E05010703,Coln Valley, ,413704,207558,-1.8028001,51.766541,{ADF01AB8-B5D1-450E-AEA9-C7BAD8E29BC1},63278.2952509337,92186623.3806847
4314,E05010704,Ermin, ,395811,209477,-2.06212,51.783939,{E25ECD86-1D2E-47D7-8367-A96DCFFFBC75},79298.3095656863,99921346.8126588
4315,E05010705,Fairford North, ,414967,202341,-1.7847199,51.719601,{55D061D1-E38B-4486-95BE-DE4BF14A219C},16159.507666041,10605197.8104784
4316,E05010706,Fosseridge, ,419906,228637,-1.71173,51.955872,{B384A265-9D49-408E-9BB4-F19622FC1CBC},62154.9016821121,73592437.7948083
4317,E05010707,Four Acres, ,401173,200675,-1.98441,51.704811,{E25C0E9B-324B-402F-9D98-E3AF5433A7C7},7806.2134212644,1906428.62745694
4318,E05010708,Grumbolds Ash with Avening, ,383158,193694,-2.2447701,51.641788,{14ED4708-395D-4BC2-8BC9-F9333F0E588F},81004.6204324605,86967979.8661488
4319,E05010709,Kemble, ,397684,197537,-2.0348799,51.67659,{77B1A189-0180-4A63-B25C-02283387C67D},45626.918483476,50681586.2765636
4320,E05010710,"Lechlade, Kempsford & Fairford South", ,417239,199275,-1.75199,51.691971,{453BFCCA-5C95-49BD-A928-9E450D5C710A},37457.2505345232,40726715.3430753
4321,E05010711,Moreton East, ,423473,235320,-1.6593601,52.01582,{7BD07A30-0927-4CC5-BBE6-195035B328DA},24870.4277545237,13983609.469389
4322,E05010712,Moreton West, ,419707,233678,-1.71433,52.001202,{8166144C-298B-4CD3-8382-797E1263AA07},30762.7704339949,21064236.6853014
4323,E05010713,New Mills, ,403577,201277,-1.94962,51.71022,{517684A6-7E1B-4F6B-84F6-AFF548C7EC99},4125.46002531938,638821.253126685
4324,E05010714,Northleach, ,416137,212691,-1.76731,51.812618,{F8AC60F4-6282-4E5B-A9F1-C2A588FC9AFD},47797.58270817,81971282.490012
4325,E05010715,St Michael's, ,402794,201730,-1.96095,51.714291,{6E9155E2-2180-4F88-A722-88A1A20284AC},3451.73007913094,644593.666315946
4326,E05010716,Sandywell, ,405150,218625,-1.9266,51.86618,{30A51A0C-4FF2-4E8D-B3A4-95AC78825068},64110.7586228981,96844872.9577724
4327,E05010717,Siddington & Cerney Rural, ,404743,200559,-1.93275,51.703751,{0DBD9289-4920-4E79-879A-1CA586DA9E56},36689.6646037507,27528166.1864877
4328,E05010718,South Cerney Village, ,404745,196842,-1.93277,51.67033,{26886AAA-7231-4724-9261-D912186CFCF9},6613.0250631015,1377786.44962318
4329,E05010719,Stow, ,418218,225462,-1.73646,51.92738,{A576F765-7762-4E85-B5E0-C5852BADDF74},29040.5217114846,23060038.8119994
4330,E05010720,Stratton, ,400790,203589,-1.9899499,51.731022,{766577D7-1D26-41F1-9875-5C9BE8361F6B},9214.22733954205,3340017.36079778
4331,E05010721,Tetbury East & Rural, ,390807,192198,-2.1342001,51.628521,{41F19A56-5ECE-4AB3-A4DF-51071FDC9DC4},30192.559925554,26753839.391002
4332,E05010722,Tetbury Town, ,389097,194077,-2.1589601,51.645378,{C47AECE1-B61C-467B-A0BF-098107951E1C},4325.70754637485,783107.824832621
4333,E05010723,Tetbury with Upton, ,388175,193527,-2.1722701,51.640419,{03648CB9-B930-4789-91F5-429F11D9B877},26221.5279762286,15613844.0285749
4334,E05010724,The Ampneys & Hampton, ,408508,202307,-1.87823,51.719429,{5ED84936-8B6E-4714-AE34-124EC85E0C4C},42287.9093119931,64458693.2405056
4335,E05010725,The Beeches, ,403639,202311,-1.94871,51.719509,{19919CF3-F1C9-40FA-9818-313D3EEB6B8B},4351.25529310399,754384.45094081
4336,E05010726,The Rissingtons, ,419971,219019,-1.7113301,51.8694,{4B8B6155-AB34-448C-A3D1-6476673DBBE2},26927.9530312843,21138983.6676771
4337,E05010727,Watermoor, ,402826,201010,-1.96049,51.707821,{0A51B027-BB13-412A-9187-66105CD6B8F1},6380.89664930559,1123014.04157469
4338,E05010728,Adwick le Street & Carcroft, ,453990,408377,-1.1862299,53.569248,{B7B9020E-E55E-43DA-84C5-CD611AF6CDA7},20929.8642333827,12388634.5546428
4339,E05010729,Armthorpe, ,464017,404640,-1.03561,53.534538,{3F630BC2-CF03-4F53-BCDE-C3B1A49EE266},16691.8869948039,11789122.5175183
4340,E05010730,Balby South, ,457025,400585,-1.14182,53.498901,{CBD1A423-A25D-4015-ABD7-28F4C74CACAE},12469.1367203469,4343394.69486722
4341,E05010731,Bentley, ,457836,406904,-1.12843,53.555599,{5164C8CF-308F-4238-8C39-B2DD1DB38338},23694.6218042196,18615751.1531617
4342,E05010732,Bessacarr, ,460690,401599,-1.08638,53.507599,{42D90140-2227-423A-A672-31A5E1A95283},11530.1758102392,5644316.22226885
4343,E05010733,Conisbrough, ,450148,397169,-1.24602,53.468891,{6913CF42-24CE-426E-960E-173198A48E78},33236.5915693767,21128043.4107312
4344,E05010734,Edenthorpe & Kirk Sandall, ,462125,406997,-1.0636801,53.55595,{B6CE3DEB-83A1-4A27-A160-2CF3E59E07AF},12658.8458975912,5388182.53744756
4345,E05010735,Edlington & Warmsworth, ,454320,398787,-1.1829,53.483021,{213BDAA0-752A-4ABE-A3CB-732BF856D203},17417.0488563346,10701531.0037927
4346,E05010736,Finningley, ,466210,401212,-1.00325,53.50346,{DDF8C1B8-92A0-4E03-9936-9994CFFE771D},35531.0981664459,43409986.6548974
4347,E05010737,Hatfield, ,468422,407719,-0.96849,53.561649,{F8B0F095-72A4-435E-B3DF-501DEFB607A2},37454.5513481227,62074500.0438892
4348,E05010738,Hexthorpe & Balby North, ,457256,401760,-1.1381299,53.50943,{2AC41E54-4A38-4BB8-AB6E-EF98E764AE43},15508.2332421522,5371920.33715773
4349,E05010739,Mexborough, ,448120,400526,-1.27606,53.499249,{67A07C3B-7ABB-43D8-8448-B57B2FE3D43D},16197.0624202001,6857098.59066382
4350,E05010740,Norton & Askern, ,458945,413443,-1.11046,53.614239,{DBEE7873-5D45-4125-A5C4-A1077E58A6A9},66220.6722639208,96429994.1095904
4351,E05010741,Roman Ridge, ,454397,404721,-1.18072,53.53635,{044B563D-BE03-473B-B375-D23E9621D365},14952.1226020947,6842459.38185801
4352,E05010742,Rossington & Bawtry, ,463620,395890,-1.04336,53.455952,{1C7CBD54-57A1-4E07-A91D-E069FB6A47F4},31830.6306285838,31806562.8655222
4353,E05010743,Sprotbrough, ,449955,406760,-1.2474101,53.555111,{0857A50F-FFFC-464B-BB3B-7524DC1E7B47},68441.5558205097,78787457.8894491
4354,E05010744,Stainforth & Barnby Dun, ,462486,410418,-1.05755,53.586651,{CFAF998A-EA00-45B8-82AB-EEE058BF51DF},41149.585909776,20192678.6316755
4355,E05010745,Thorne & Moorends, ,470921,414496,-0.92922997,53.622219,{5820CE40-7F37-49EC-A2F0-DEA767C34192},30056.7204802982,46994670.3963102
4356,E05010746,Tickhill & Wadsworth, ,456945,395356,-1.14397,53.451908,{6FFAE6E3-6AAE-4EA1-8340-8BCC64D819C4},52354.8156945157,63629422.05313
4357,E05010747,Town, ,458092,403191,-1.12526,53.522202,{34B8F436-9F05-4DEF-B244-98A96DEACF01},12991.176388823,6155536.72068018
4358,E05010748,Wheatley Hills & Intake, ,459936,404564,-1.09719,53.534328,{B53F5AC6-1C27-43BD-8394-21F6C5846EAE},15134.2172266454,9455141.51725728
4359,E05010755,Blunsdon and Highworth, ,419057,193350,-1.72601,51.63863,{9F5C80F2-F15C-49DF-8817-D73BD10DAE0C},54239.7111974725,63446326.0150472
4360,E05010756,Haydon Wick, ,413796,188060,-1.80223,51.591221,{2FC0B499-2B40-4CEC-9737-F02DA065F80E},9373.85877931606,2682864.17153845
4361,E05010757,Penhill and Upper Stratton, ,415939,188109,-1.7713,51.59161,{1378FF4F-FB4E-4C4D-988B-7EE5648D30FF},12999.5171765834,4234413.2417846
4362,E05010758,Admirals and Cawston, ,447577,274027,-1.30274,52.362251,{3E14E837-40B1-47CE-888C-79B29EDD60D0},7744.49375864665,2323861.02482237
4363,E05010759,Dunsmore, ,444550,271715,-1.34749,52.341721,{E5797456-FDE8-45F9-B270-42A2C737A59A},57497.5349000355,59537190.1132933
4364,E05010760,Wolston and the Lawfords, ,442430,275611,-1.3781199,52.376911,{01D32464-90E3-465F-936D-C86C3215229D},36520.853165821,41710344.5073692
4365,E05010774,Aire Valley with Lothersdale, ,399701,447023,-2.0060401,53.919361,{02B9F1A0-F056-4459-8BD1-B8502891732B},38783.1586792224,30828140.836324
4366,E05010775,Barden Fell, ,401470,459888,-1.97905,54.034981,{D644150C-FA45-4AC2-8BF0-2BF9D508E7FB},107376.899432592,160634339.919975
4367,E05010776,Cowling, ,396582,442598,-2.0534799,53.879581,{C7C1F7F8-ED73-48E7-BD4D-DFA4092B93C0},21864.0267257202,18994828.9898998
4368,E05010777,Grassington, ,401683,465268,-1.97577,54.08334,{644D5CB8-A068-4CFF-B900-F6D2DE8A610B},44925.6120722718,47205810.240964
4369,E05010778,Hellifield and Long Preston, ,384713,458335,-2.2348101,54.020802,{EDF74C6C-FBA8-4D07-8409-B967C4449226},35379.4850233356,34515035.3202323
4370,E05010779,Penyghent, ,380232,475799,-2.3043499,54.177601,{9B55245A-707B-4984-B4F7-3DBDC2536C80},73303.6278360136,102426417.085408
4371,E05010780,Settle and Ribblebanks, ,379429,460528,-2.3156099,54.040321,{30175A60-9ECF-4335-B9DF-167F87794067},63934.8612574099,73938411.0487314
4372,E05010781,Chadlington and Churchill, ,432984,220820,-1.5221601,51.884972,{1CBA55FE-CFFE-4730-84B9-C4843AD7AD25},69549.7812204039,67569645.1345383
4373,E05010782,Charlbury and Finstock, ,436241,218475,-1.47509,51.863689,{5449F14E-0788-48CC-9134-88AF0388375C},23488.1286155645,19830083.6471051
4374,E05010783,"Hailey, Minster Lovell and Leafield", ,434925,213280,-1.49472,51.817059,{18DA3FDB-B787-41FD-B7A6-99ADD614B12A},43126.1350018547,38011682.2219985
4375,E05010784,Abbey, ,499425,371931,-0.51182997,53.23513,{0536F637-AE42-4213-8417-63F4071EABB7},10078.2619857761,4084205.22009354
4376,E05010785,Birchwood, ,493162,369739,-0.60627002,53.216572,{B5B0F57F-66DE-4B37-85AD-AFB63D334C3C},8143.86016907312,2417003.45836381
4377,E05010786,Boultham, ,495837,370296,-0.56606001,53.2211,{D901C608-2C1D-4C73-84FD-15B3F7258681},12138.2391641319,6191923.22826732
4378,E05010787,Carholme, ,495893,372446,-0.56458002,53.24041,{B1041E09-8B26-49A2-A13F-6C8251B89B20},10476.4494086393,4809223.42073248
4379,E05010788,Castle, ,497098,373250,-0.54628003,53.24741,{7896F558-88DF-410F-91C8-3807FE5ADED6},6255.1255295556,1565105.30513934
4380,E05010789,Glebe, ,499546,373142,-0.50963998,53.245991,{DD3C6D0C-ABD9-40E2-9D99-BA722A9FFC93},6442.66557554477,1773099.74301981
4381,E05010790,Hartsholme, ,494395,369237,-0.58796,53.211842,{A370202F-0229-4692-A47B-39EA766B320E},9773.88295853153,3619338.07725236
4382,E05010791,Minster, ,498409,373412,-0.52658999,53.248631,{EC04B969-530A-4B17-9F3D-8620D6C75889},7976.47011413119,2278282.45140626
4383,E05010792,Moorland, ,495689,368375,-0.56884998,53.203861,{3DB7FE27-72D1-4229-8CD7-402C8094FD14},7368.28866799759,2186104.9303137
4384,E05010793,Park, ,497621,369651,-0.53955001,53.214981,{40A1EA10-ED5F-49FB-B4B4-46AE049C488A},12605.1192597056,4396049.96362594
4385,E05010794,Witham, ,496104,367324,-0.56295002,53.19434,{727717A1-5BE5-453D-864D-E50C38EF3D4E},6201.62132523554,2369938.6652437
4386,E05010795,Byfleet and West Byfleet, ,505274,161012,-0.49006999,51.338451,{7653423A-BD49-46C0-BAED-358426378EF0},13871.8147881975,5012812.3562713
4387,E05010796,Canalside, ,501986,159784,-0.53759998,51.328011,{6BF233E1-5D62-4D43-8D26-374889355E82},13111.098954407,2527748.28764956
4388,E05010797,Goldsworth Park, ,498205,158902,-0.59210002,51.320751,{B7611F38-871C-4A7A-9C1B-3C5A5018DEF4},6372.87199894288,1743814.0279022
4389,E05010798,Heathlands, ,498655,155483,-0.58657998,51.28994,{D881D41F-148D-4649-98AE-0B3DF62B7A64},30686.9864952324,20387500.1865372
4390,E05010799,Hoe Valley, ,501421,156908,-0.54653001,51.302261,{206BE8D5-63FA-4126-95EE-50E003B44BD8},16807.8951299192,4801532.50826067
4391,E05010800,Horsell, ,499574,160277,-0.57207,51.33287,{962EEFB4-93D5-4FEE-A8A9-59BF40BE731C},21384.3566309303,10058196.1042565
4392,E05010801,Knaphill, ,496770,159289,-0.61258,51.324478,{A9C99187-8691-47D0-AC77-D3D712AB8D87},13898.2124153172,4702123.69764276
4393,E05010802,Mount Hermon, ,501768,158423,-0.54111999,51.315819,{1395A460-68BD-4B5F-A92F-67438A7C4D0F},12136.5134846193,3764226.64219854
4394,E05010803,Pyrford, ,503816,159220,-0.51151001,51.322609,{DB1A1513-C971-40E8-BFB9-00D064965A45},16412.6523988311,8064527.11754149
4395,E05010804,St John's, ,498070,157930,-0.59429997,51.312038,{DF0DF556-3D75-4BE4-80DB-E6C0CEAF947B},9230.79515442027,2541122.53536659
4396,E05010805,Barnack, ,508154,304392,-0.40358001,52.626541,{BA47F8AC-68C2-4FBF-9BB1-7FA4ED0F0CD5},41347.2989692356,45136856.7091803
4397,E05010806,Bretton, ,516432,301087,-0.2825,52.595131,{06DBA370-6F2C-4C67-90AA-654CF2E1C9E5},11958.6181844728,3116408.28239857
4398,E05010807,Central, ,518643,298998,-0.25062001,52.575878,{692FC8D4-2A56-4313-BBE1-7F2ED82B6A65},9653.07970589657,3001489.8081856
