OBJECTID,PCON20CD,PCON20NM,BNG_E,BNG_N,LONG,LAT,SHAPE_Length,SHAPE_Area
287,E14000816,Mid Norfolk,597388,311524,0.91756898,52.665501,171771.248678425,-760347132.929769
288,E14000817,Mid Sussex,527731,126921,-0.17994,51.02747,144847.665300299,-188124425.279468
289,E14000818,Mid Worcestershire,393275,253990,-2.0997701,52.18412,222367.383294619,-440932258.554574
290,E14000819,Middlesbrough,450293,518464,-1.22383,54.558929,35156.8076165015,-29137879.0035526
291,E14000820,Middlesbrough South and East Cleveland,465118,516437,-0.99506998,54.539028,101214.016984863,-197160344.947914
292,E14000821,Milton Keynes North,486764,246259,-0.73449999,52.107868,80635.2845003036,-228791114.972365
293,E14000822,Milton Keynes South,486551,236093,-0.74019003,52.016529,61461.8281742609,-79835674.3723012
294,E14000823,Mitcham and Morden,528027,168564,-0.16087,51.401661,27638.672761985,-16443174.4187588
295,E14000824,Mole Valley,514427,147482,-0.36305001,51.21508,138810.281585117,-369461647.449835
296,E14000825,Morecambe and Lunesdale,353442,468965,-2.7137001,54.114441,215534.928888077,-244277374.277643
297,E14000826,Morley and Outwood,431161,425385,-1.52923,53.723961,66492.8311252251,-68613450.9682891
298,E14000827,New Forest East,435182,105109,-1.50165,50.844429,245510.140051972,-395853631.124835
299,E14000828,New Forest West,418341,108090,-1.7407,50.872009,166654.055998039,-356321631.145807
300,E14000829,Newark,475944,357675,-0.86691999,53.110882,224435.016084586,-700307653.243103
301,E14000830,Newbury,447318,172095,-1.3205,51.445869,151490.619137826,-596793839.347334
302,E14000831,Newcastle upon Tyne Central,422342,565906,-1.6524,54.987251,21514.6042834271,-23806295.448289
303,E14000832,Newcastle upon Tyne East,427215,565674,-1.57627,54.984928,25139.900731163,-19085363.5880114
304,E14000833,Newcastle upon Tyne North,421039,569925,-1.67247,55.023418,55081.2675629308,-70564547.5352342
305,E14000834,Newcastle-under-Lyme,380356,348791,-2.29439,53.036041,53541.2792729027,-81108379.0930703
306,E14000835,Newton Abbot,288933,74357,-3.56936,50.558369,122783.383407876,-203537389.486266
307,E14000836,"Normanton, Pontefract and Castleford",447021,422148,-1.2893699,53.69368,69357.7927548682,-86395013.2539619
308,E14000837,North Cornwall,212024,78840,-4.6564202,50.57896,403064.728782187,-1195264655.53095
309,E14000838,North Devon,265110,132532,-3.9269099,51.07621,321555.597232959,-1085885640.94363
310,E14000839,North Dorset,390177,113279,-2.1410999,50.918869,214429.813832038,-880605644.268405
311,E14000840,North Durham,423154,551799,-1.6408401,54.860451,71527.6891782481,-104095136.985384
312,E14000841,North East Bedfordshire,509132,258803,-0.40399,52.216648,191727.135043891,-542800900.238887
313,E14000842,North East Cambridgeshire,537551,293449,0.025924001,52.52158,261184.314009586,-724139281.418225
314,E14000843,North East Derbyshire,437369,365923,-1.4421901,53.18911,149635.561911381,-228231186.99956
315,E14000844,North East Hampshire,477217,151423,-0.89482999,51.256748,156367.560314106,-401470627.884478
316,E14000845,North East Hertfordshire,533034,227739,-0.066419996,51.93227,160583.348133065,-502269660.423737
317,E14000846,North East Somerset,364116,161999,-2.51671,51.355911,176456.877359256,-322447689.518985
318,E14000847,North Herefordshire,348792,251361,-2.7499599,52.158138,348075.196937249,-1455563187.65368
319,E14000848,North Norfolk,623466,330857,1.315708,52.828899,577304.473537633,-731653624.577339
320,E14000849,North Shropshire,349128,330083,-2.7571101,52.865822,276031.750722265,-935210351.192283
321,E14000850,North Somerset,347329,169215,-2.7588501,51.419479,122133.392135602,-228245137.377844
322,E14000851,North Swindon,417320,190622,-1.75124,51.614159,65924.0186824981,-106324582.500541
323,E14000852,North Thanet,625040,165660,1.2300611,51.345451,82453.4948384445,-136728843.92541
324,E14000853,North Tyneside,429482,568918,-1.5405101,55.01395,52012.9358351011,-44145299.4248426
325,E14000854,North Warwickshire,424687,296012,-1.6372499,52.561401,140642.4864067,-266479844.813779
326,E14000855,North West Cambridgeshire,522387,289492,-0.1989,52.489639,231185.959078733,-745919926.142001
327,E14000856,North West Durham,404359,544374,-1.93373,54.794239,195850.796361316,-701031232.394824
328,E14000857,North West Hampshire,446060,151304,-1.34129,51.259041,159603.363074499,-589479919.871165
329,E14000858,North West Leicestershire,439111,316252,-1.4220901,52.7425,116453.204047161,-279328072.740657
330,E14000859,North West Norfolk,574445,328869,0.587897,52.829128,566442.128258884,-788133979.494755
331,E14000860,North Wiltshire,396155,182656,-2.0568299,51.542782,207807.119025017,-714246024.419588
332,E14000861,Northampton North,477324,263094,-0.86848003,52.260601,26072.2172047163,-22366554.5717637
333,E14000862,Northampton South,480096,261363,-0.82828999,52.24464,40152.632383557,-32952217.020955
334,E14000863,Norwich North,623504,311332,1.302986,52.653648,38807.1414827121,-36079864.6836143
335,E14000864,Norwich South,621220,308012,1.267054,52.62479,44031.4409515156,-28790967.7904585
336,E14000865,Nottingham East,458309,341526,-1.13325,52.967949,23695.7168481409,-18705991.7469602
337,E14000866,Nottingham North,454115,344384,-1.19521,52.994068,35915.2854568877,-23341471.4759533
338,E14000867,Nottingham South,454681,339273,-1.18764,52.948078,38871.65978161,-32566097.2591514
339,E14000868,Nuneaton,431696,292172,-1.53423,52.52652,58798.0851179007,-83023088.8404167
340,E14000869,Old Bexley and Sidcup,547997,173624,0.128124,51.442268,29275.5392209617,-24550196.6026137
341,E14000870,Oldham East and Saddleworth,398906,408181,-2.0179901,53.570251,58303.2040148831,-104409804.109075
342,E14000871,Oldham West and Royton,390878,405957,-2.1391399,53.550179,33523.4207935509,-30838482.0042537
343,E14000872,Orpington,544861,162534,0.078512996,51.34343,58762.8032506692,-78724599.1985892
344,E14000873,Oxford East,453747,205162,-1.22294,51.742592,30539.6405891067,-30604359.1388154
345,E14000874,Oxford West and Abingdon,447995,207687,-1.3059,51.765808,86207.3770545806,-128738239.824854
346,E14000875,Pendle,387637,443368,-2.18957,53.88636,79243.8077162667,-169380092.197238
347,E14000876,Penistone and Stocksbridge,423088,401791,-1.6533099,53.51231,107839.357347656,-293827135.004817
348,E14000877,Penrith and The Border,356508,545631,-2.6781099,54.803661,512346.986424599,-3119393538.50576
349,E14000878,Peterborough,524756,303751,-0.15866999,52.617222,65835.8656447821,-175024130.819481
350,E14000879,"Plymouth, Moor View",248146,59475,-4.1387601,50.41544,36318.6857833891,-32625083.2789681
351,E14000880,"Plymouth, Sutton and Devonport",247632,55528,-4.1443901,50.379841,42401.1307300926,-21135933.5808595
352,E14000881,Poole,403952,91151,-1.94537,50.719959,77823.4727661585,-31204312.5987325
353,E14000882,Poplar and Limehouse,537802,180645,-0.015729999,51.507938,24845.8922664749,-10602375.6678507
354,E14000883,Portsmouth North,466078,105236,-1.06285,50.842869,48789.1125222077,-26953565.7596848
355,E14000884,Portsmouth South,465418,99876,-1.0731699,50.79475,26510.7172996266,-13437646.2502263
356,E14000885,Preston,354516,430863,-2.6915801,53.772121,41227.7444677655,-26482559.9547492
357,E14000886,Pudsey,422501,438013,-1.65955,53.837898,66422.8000492037,-54988535.1010714
358,E14000887,Putney,523538,174101,-0.22344001,51.452419,19053.2782796471,-12749319.6201504
359,E14000888,Rayleigh and Wickford,584217,192876,0.65880001,51.604591,150050.618192778,-110044606.452275
360,E14000889,Reading East,473252,173539,-0.94709003,51.4561,43947.4110994637,-27564223.8952825
361,E14000890,Reading West,467724,172897,-1.02676,51.451012,45673.7357008466,-50850142.9308022
362,E14000891,Redcar,458876,521568,-1.09051,54.585899,64053.9049147478,-72652849.2368468
363,E14000892,Redditch,401238,258510,-1.9832799,52.2248,90332.3421894744,-148642713.673284
364,E14000893,Reigate,525733,152598,-0.19946,51.258678,75590.0728416029,-111828888.637519
365,E14000894,Ribble Valley,369879,446287,-2.4600201,53.911861,184019.113542104,-632629720.919144
366,E14000895,Richmond (Yorks),412781,495786,-1.80484,54.357449,369132.02139702,-2077783681.30597
367,E14000896,Richmond Park,519834,173048,-0.27708,51.443748,38338.1445936489,-37126315.607216
368,E14000897,Rochdale,392416,415285,-2.1161599,53.634041,56686.2093174206,-85555805.8229742
369,E14000898,Rochester and Strood,578207,175198,0.56317401,51.44772,215925.700632364,-148916577.410231
370,E14000899,Rochford and Southend East,591942,188296,0.76771599,51.560871,128763.804976326,-92970380.9998402
371,E14000900,Romford,551408,190669,0.18448301,51.594521,32454.8385625801,-29398526.8708788
372,E14000901,Romsey and Southampton North,436034,128163,-1.48728,51.051682,161491.003557034,-420385336.512876
373,E14000902,Rossendale and Darwen,372446,420955,-2.4186599,53.68433,121729.357172694,-217452759.91074
374,E14000903,Rother Valley,449699,386114,-1.25453,53.369579,72551.2899864769,-166753225.223277
375,E14000904,Rotherham,442371,392231,-1.36383,53.42519,52065.5127110094,-45093725.8749701
376,E14000905,Rugby,446258,281329,-1.3211,52.428009,87986.344818383,-246573636.607956
377,E14000906,"Ruislip, Northwood and Pinner",508439,189155,-0.43601999,51.59082,41688.7044984169,-49512764.3262398
378,E14000907,Runnymede and Weybridge,503012,166624,-0.52091002,51.389309,55580.6738705272,-93827406.2458506
379,E14000908,Rushcliffe,462332,332669,-1.07505,52.88789,112958.877269799,-309312970.066704
380,E14000909,Rutland and Melton,484648,311819,-0.74884999,52.69746,233547.864199819,-1117675486.62232
381,E14000910,Saffron Walden,559857,226819,0.32296699,51.916962,189008.673597526,-795427733.905347
382,E14000911,Salford and Eccles,379701,400390,-2.3074701,53.499821,33660.0312005157,-31732183.3156598
383,E14000912,Salisbury,412884,132088,-1.81741,51.087952,174205.226527747,-612603158.259143
384,E14000913,Scarborough and Whitby,485778,506116,-0.67883003,54.44323,216068.669590499,-738252206.07599
385,E14000914,Scunthorpe,494110,405551,-0.58143002,53.5382,84692.352674771,-182417752.600657
386,E14000915,Sedgefield,431052,526108,-1.52053,54.629162,181641.108192168,-366846205.946498
387,E14000916,Sefton Central,331662,404014,-3.0323701,53.528332,75033.8675403126,-84076867.8878849
388,E14000917,Selby and Ainsty,449167,442159,-1.2537,53.873329,356414.972289258,-844861157.767955
389,E14000918,Sevenoaks,552010,159916,0.17996199,51.318039,98322.5453922638,-249612180.199884
390,E14000919,Sheffield Central,435726,386662,-1.46445,53.375629,32028.7458434629,-20162488.1719805
391,E14000920,Sheffield South East,440551,388350,-1.3917201,53.39045,49029.9500952615,-44335983.2711992
392,E14000921,"Sheffield, Brightside and Hillsborough",435434,390928,-1.46837,53.41399,28460.4767327768,-27378981.5109034
393,E14000922,"Sheffield, Hallam",426415,388888,-1.60422,53.396179,77637.8341232162,-135283943.06213
394,E14000923,"Sheffield, Heeley",436622,384071,-1.45128,53.35228,29107.33175116,-25237953.7517527
395,E14000924,Sherwood,460406,358481,-1.09886,53.12011,123875.067036295,-307233153.724468
396,E14000925,Shipley,412611,439633,-1.80977,53.852791,81849.828800532,-95020665.3425038
397,E14000926,Shrewsbury and Atcham,346360,307551,-2.7945299,52.663021,163684.882482065,-601644757.235866
398,E14000927,Sittingbourne and Sheppey,586981,164704,0.68376899,51.350639,294362.522072288,-238292528.186565
399,E14000928,Skipton and Ripon,398261,462236,-2.02806,54.05608,342920.886796985,-2094237694.97412
400,E14000929,Sleaford and North Hykeham,503640,352930,-0.45484,53.063591,208575.713920011,-1122371432.93729
401,E14000930,Slough,496543,180461,-0.61008,51.514832,33932.9547152329,-26916464.3767304
402,E14000931,Solihull,413056,280069,-1.80944,52.418468,30944.6581782047,-32718454.6415054
403,E14000932,Somerton and Frome,364633,137241,-2.50683,51.133331,255161.491219368,-950818732.490839
404,E14000933,South Basildon and East Thurrock,568409,183316,0.426184,51.523651,139666.305384537,-131742580.550322
405,E14000934,South Cambridgeshire,537837,254678,0.014247,52.173161,206023.572483967,-629164794.422145
406,E14000935,South Derbyshire,431443,325363,-1.5348001,52.824902,166693.264624267,-338126970.268733
407,E14000936,South Dorset,385853,85482,-2.20154,50.668819,301748.407846686,-370991988.135551
408,E14000937,South East Cambridgeshire,553959,267334,0.25557199,52.2826,237125.099977134,-750573971.870626
409,E14000938,South East Cornwall,226461,62950,-4.4453301,50.440659,388440.10730308,-719267917.081783
410,E14000939,South Holland and The Deepings,532912,322822,-0.030579999,52.786629,454826.226761134,-778844905.85452
411,E14000940,South Leicestershire,454415,290699,-1.19962,52.51149,105094.703432667,-284515053.517807
412,E14000941,South Norfolk,629989,295823,1.3879271,52.511761,252399.79219028,-791143193.200769
413,E14000942,South Northamptonshire,463454,246589,-1.0747499,52.113998,230974.534602837,-610332010.612123
414,E14000943,South Ribble,350223,421354,-2.7551799,53.686272,261740.330987994,-196823523.902361
415,E14000944,South Shields,437206,564560,-1.4203,54.97427,39627.0768826053,-24605433.3136123
416,E14000945,South Staffordshire,389625,306836,-2.15481,52.659161,152768.640794216,-273761945.863746
417,E14000946,South Suffolk,599984,244716,0.91611898,52.064709,238399.165925644,-652547295.702898
418,E14000947,South Swindon,419067,181604,-1.7265,51.53302,71716.2630944516,-123768792.241353
419,E14000948,South Thanet,628498,158406,1.274986,51.27895,140552.316047243,-128099084.948727
420,E14000949,South West Bedfordshire,498229,221850,-0.57413,51.88657,70465.9927983526,-126607020.688677
421,E14000950,South West Devon,258137,56607,-3.9971499,50.392159,212176.856818903,-370596938.274559
422,E14000951,South West Hertfordshire,499430,208327,-0.56057,51.764809,119293.23849173,-173843779.669651
423,E14000952,South West Norfolk,575310,297872,0.58423197,52.550468,330530.465412289,-1310750129.43118
424,E14000953,South West Surrey,492268,140635,-0.68197,51.157532,104220.591756855,-256307289.865169
425,E14000954,South West Wiltshire,391047,139812,-2.12939,51.157478,174405.969485723,-737444048.597296
426,E14000955,"Southampton, Itchen",445456,112145,-1.3548599,50.906979,37227.2423664306,-20348949.4127301
427,E14000956,"Southampton, Test",440306,114131,-1.4278899,50.92522,32927.7777978154,-22024495.1101368
428,E14000957,Southend West,585152,187496,0.66945302,51.555962,40439.2955919174,-19589877.3022136
429,E14000958,Southport,333107,415938,-3.01314,53.635681,65064.543295259,-46657795.0354425
430,E14000959,Spelthorne,507012,169622,-0.46254,51.41552,44134.5375970825,-51161362.5414639
431,E14000960,St Albans,514325,205423,-0.34577999,51.73587,63654.5171848811,-67230269.5948277
432,E14000961,St Austell and Newquay,195453,57855,-4.8786998,50.384911,217852.168919627,-396655786.797302
433,E14000962,St Helens North,351263,398699,-2.7358899,53.48275,62658.1796184765,-83805870.9713232
434,E14000963,St Helens South and Whiston,351222,392412,-2.7355299,53.426239,53755.5826581747,-64135179.5242928
435,E14000964,St Ives,141320,26415,-5.61729,50.081409,400566.849229724,-530218002.25918
436,E14000965,Stafford,391013,320185,-2.13466,52.779179,138773.03809031,-291008380.446539
437,E14000966,Staffordshire Moorlands,400043,355243,-2.0007999,53.09441,160592.081540551,-513474773.383759
438,E14000967,Stalybridge and Hyde,398011,398062,-2.03143,53.47929,44327.2913183909,-63229345.0557976
439,E14000968,Stevenage,524285,223238,-0.19523001,51.893848,63406.640396852,-63406759.6191848
440,E14000969,Stockport,388819,390460,-2.1696601,53.410839,36641.6790210236,-21914412.6217527
441,E14000970,Stockton North,444940,523121,-1.30589,54.60128,105023.057964145,-120624823.761994
442,E14000971,Stockton South,443143,513821,-1.33506,54.51786,71174.6889750304,-84308130.0192581
443,E14000972,Stoke-on-Trent Central,389141,347318,-2.1633301,53.02306,43183.5683705955,-30272297.5501281
444,E14000973,Stoke-on-Trent North,387700,351970,-2.1849999,53.064838,41671.9519419985,-42191847.6467788
445,E14000974,Stoke-on-Trent South,390276,342227,-2.14626,52.97731,38848.046150568,-32849466.8259273
446,E14000975,Stone,388489,330561,-2.1724501,52.87241,248414.687664912,-621083019.53422
447,E14000976,Stourbridge,391209,284285,-2.13079,52.456451,29217.0424096719,-27406838.4029762
448,E14000977,Stratford-on-Avon,419834,253616,-1.7113301,52.18045,208274.527406139,-670714672.619406
449,E14000978,Streatham,530187,172431,-0.12842,51.435921,18987.2385978481,-10444417.6336541
450,E14000979,Stretford and Urmston,376790,394312,-2.3508999,53.445068,39264.4498424357,-46806085.6743252
451,E14000980,Stroud,382171,205282,-2.25963,51.745949,156369.981643644,-385323131.363236
452,E14000981,Suffolk Coastal,635941,249529,1.443063,52.093781,522858.532971373,-753146939.059332
453,E14000982,Sunderland Central,438940,556531,-1.39429,54.902,51462.8594933375,-29017077.0143655
454,E14000983,Surrey Heath,493294,162147,-0.66170001,51.35075,72766.6443114972,-108123842.928366
455,E14000984,Sutton and Cheam,524746,164093,-0.20958,51.362209,26058.8100080689,-18349743.2804992
456,E14000985,Sutton Coldfield,412968,296625,-1.8101,52.56731,42738.8180552872,-57636691.2094403
457,E14000986,Tamworth,416920,302985,-1.75147,52.624378,95640.6188604234,-179690219.555195
458,E14000987,Tatton,372677,375936,-2.4112301,53.279701,137475.890459179,-330482746.653339
459,E14000988,Taunton Deane,318327,123470,-3.1654201,51.004791,174007.209466425,-462367075.667908
460,E14000989,Telford,369255,307882,-2.4560599,52.667782,40205.6549336249,-50525309.2783527
461,E14000990,Tewkesbury,395051,226279,-2.07338,51.935001,171751.075833877,-368792925.466799
462,E14000991,The Cotswolds,407586,216304,-1.89127,51.845291,359636.360681582,-1239743259.02969
463,E14000992,The Wrekin,369695,319172,-2.4505999,52.769299,158695.42430544,-345287338.816288
464,E14000993,Thirsk and Malton,465689,478532,-0.9946,54.19836,346062.767617615,-2136681726.49825
465,E14000994,Thornbury and Yate,369237,185199,-2.4452,51.564819,142837.250660033,-373221608.162948
466,E14000995,Thurrock,559441,180028,0.29554,51.496712,58324.138202922,-68025637.6425022
467,E14000996,Tiverton and Honiton,312313,107481,-3.2472601,50.860149,216717.155451582,-903436770.634546
468,E14000997,Tonbridge and Malling,561918,151566,0.31823799,51.240292,132952.005208526,-300656145.488832
469,E14000998,Tooting,527687,172670,-0.16428,51.438641,17768.6022641487,-11236372.8778042
470,E14000999,Torbay,290904,64048,-3.5385301,50.466061,48948.5630047692,-35762197.4678967
471,E14001000,Torridge and West Devon,244314,100532,-4.2098799,50.78339,451547.815570097,-1702814349.90162
472,E14001001,Totnes,279926,51148,-3.6890199,50.34795,337186.435699107,-569159869.53809
473,E14001002,Tottenham,532904,189293,-0.082999997,51.586819,18316.7433037891,-13153523.0775991
474,E14001003,Truro and Falmouth,182698,51259,-5.05405,50.321098,315390.22344499,-444571114.909701
475,E14001004,Tunbridge Wells,566713,140725,0.38183999,51.14151,135562.353587537,-248069434.612849
476,E14001005,Twickenham,514894,171607,-0.3486,51.43182,35303.8306687904,-29157563.6385876
477,E14001006,Tynemouth,433254,571150,-1.48127,55.033772,37411.1989703075,-38168435.2643915
478,E14001007,Uxbridge and South Ruislip,508040,183856,-0.44341001,51.54327,32947.0624403753,-30058252.938427
479,E14001008,Vauxhall,530310,176644,-0.1251,51.473759,17783.6364293029,-8576556.2294184
480,E14001009,Wakefield,430382,416329,-1.5419199,53.642609,64263.4783465106,-77846888.2903416
481,E14001010,Wallasey,326798,391347,-3.1027801,53.413841,28913.521413701,-23285843.7275129
482,E14001011,Walsall North,399391,300845,-2.0104201,52.6054,31768.6288671469,-26913119.95537
483,E14001012,Walsall South,401479,297306,-1.9796,52.573582,38797.8360508854,-33043870.4125534
484,E14001013,Walthamstow,537215,189198,-0.020850001,51.584942,19997.976409859,-16180945.1077946
485,E14001014,Wansbeck,423326,585770,-1.6354001,55.165699,84595.7540926726,-136796957.167553
486,E14001015,Wantage,442287,190881,-1.39064,51.61517,164355.929776008,-584460168.472072
487,E14001016,Warley,400825,287646,-1.98927,52.48674,24769.0628034547,-19359320.7056721
488,E14001017,Warrington North,362731,392971,-2.5624001,53.432209,59918.8444578706,-91416700.6358722
489,E14001018,Warrington South,362664,384845,-2.5624499,53.359169,94927.1843147913,-89211283.1906955
490,E14001019,Warwick and Leamington,427748,263012,-1.59482,52.264591,62873.5265559589,-90174772.5730477
491,E14001020,Washington and Sunderland West,431484,556783,-1.51053,54.904781,48870.67949991,-42604171.0919118
492,E14001021,Watford,509752,198347,-0.41420001,51.67318,39509.5363227609,-36975157.9190967
493,E14001022,Waveney,643576,289401,1.583055,52.44825,165017.794806353,-247569245.164001
494,E14001023,Wealden,552834,124884,0.176907,51.00304,221837.218709061,-571024225.779408
495,E14001024,Weaver Vale,357932,378463,-2.63269,53.301449,109009.425369891,-166168917.516287
496,E14001025,Wellingborough,491876,265617,-0.65464997,52.28104,92789.4777125912,-165480900.524693
497,E14001026,Wells,349693,146256,-2.7216101,51.213268,167366.850405662,-555973392.672365
498,E14001027,Welwyn Hatfield,525345,208467,-0.18517999,51.760872,78616.482110657,-114113029.889927
499,E14001028,Wentworth and Dearne,442975,399603,-1.35374,53.491402,82314.1079433935,-90294951.1681027
500,E14001029,West Bromwich East,402098,293072,-1.97049,52.535519,31290.844251938,-27827880.8494824
501,E14001030,West Bromwich West,397511,292210,-2.03811,52.527771,35537.3645475079,-27492024.4604651
502,E14001031,West Dorset,357765,99662,-2.60061,50.79496,279922.711789893,-1033000192.94865
503,E14001032,West Ham,539773,183154,0.013642,51.529999,26467.6590199459,-17342929.2541761
504,E14001033,West Lancashire,342047,408082,-2.8764901,53.566139,100961.854466635,-262351271.914175
505,E14001034,West Suffolk,580944,275380,0.65505701,52.346649,303285.833998402,-818298844.632985
506,E14001035,West Worcestershire,380454,250018,-2.28706,52.148109,297862.814206847,-705288895.267653
507,E14001036,Westminster North,525949,182219,-0.18587001,51.524849,17838.8298674437,-7989493.61729198
508,E14001037,Westmorland and Lonsdale,352859,492552,-2.72633,54.326359,324767.154413933,-1351498244.78035
509,E14001038,Weston-Super-Mare,338993,160991,-2.8773,51.344711,95761.2703363506,-146392087.787185
510,E14001039,Wigan,357776,408202,-2.63903,53.568729,41901.3382021816,-60509028.2611782
511,E14001040,Wimbledon,524127,170000,-0.2164,51.415428,21824.3574151048,-21180863.987633
512,E14001041,Winchester,451629,135559,-1.26375,51.116989,124599.227753334,-324909030.177749
513,E14001042,Windsor,490470,171462,-0.69986999,51.43494,92368.1058431426,-148298703.697586
514,E14001043,Wirral South,330457,382141,-3.0457101,53.3316,113350.956869346,-64374571.932178
515,E14001044,Wirral West,324734,386748,-3.13272,53.372219,38906.7982989183,-48140475.0248523
516,E14001045,Witham,586792,214917,0.70773798,51.801689,289290.709621382,-372174954.97823
517,E14001046,Witney,434343,215816,-1.50292,51.839901,160247.897555111,-714422027.138745
518,E14001047,Woking,496149,155762,-0.62243998,51.292881,75458.4961881076,-98993934.1085333
519,E14001048,Wokingham,470404,168144,-0.98913997,51.407959,87807.2930322648,-156102223.483891
520,E14001049,Wolverhampton North East,393362,301509,-2.0994501,52.611328,29092.5490515201,-24759069.1468917
521,E14001050,Wolverhampton South East,393533,296490,-2.0968299,52.566212,27645.4572151162,-24755907.8910196
522,E14001051,Wolverhampton South West,389010,298671,-2.16363,52.585739,28879.5342331493,-23140719.9279024
523,E14001052,Worcester,385725,255196,-2.2102499,52.19482,31263.0662267813,-33278124.9592834
524,E14001053,Workington,317337,543164,-3.2866299,54.776562,322628.995435216,-676215745.471467
525,E14001054,Worsley and Eccles South,372907,399589,-2.4098201,53.492321,50257.2522216621,-59657583.1392792
526,E14001055,Worthing West,511068,104627,-0.42423001,50.830521,38503.5754637503,-30455607.5751306
527,E14001056,Wycombe,479280,190191,-0.85659999,51.60498,82829.0662102645,-139942600.088007
528,E14001057,Wyre and Preston North,351597,440598,-2.7374001,53.859348,172336.458821081,-266221887.761274
529,E14001058,Wyre Forest,384106,276388,-2.2349401,52.3853,100867.383930268,-195403719.201685
530,E14001059,Wythenshawe and Sale East,380730,389917,-2.2913201,53.405731,40867.8854698557,-36544676.9687288
531,E14001060,Yeovil,340522,114840,-2.8477099,50.92992,152711.900090533,-401007777.849377
532,E14001061,York Central,459887,451276,-1.0889,53.954128,35338.5997301855,-23483528.6691727
533,E14001062,York Outer,461058,457909,-1.06973,54.013599,137296.193652263,-248453455.073807
534,N06000001,Belfast East,152079,529068,-5.8380699,54.59523,42366.2501753497,-55310700.9772606
535,N06000002,Belfast North,145236,534734,-5.9486599,54.64262,41147.8974628283,-50336637.0064833
536,N06000003,Belfast South,145758,526423,-5.9333901,54.568371,45957.4858767491,-44845728.9211022
537,N06000004,Belfast West,141839,529165,-5.9962702,54.590969,39496.9137578159,-45168017.5699628
538,N06000005,East Antrim,146667,564009,-5.9520798,54.905811,205928.246260983,-593247666.977423
539,N06000006,East Londonderry,89620,579624,-6.85568,55.013489,242648.02206817,-1277124887.82978
540,N06000007,Fermanagh and South Tyrone,40652,510258,-7.53268,54.360149,478256.402837407,-2511710163.25369
541,N06000008,Foyle,62897,578624,-7.27068,54.987179,82118.9158106027,-184002040.416076
542,N06000009,Lagan Valley,136134,513375,-6.07021,54.44648,145746.085629333,-468096383.078517
543,N06000010,Mid Ulster,96559,546851,-6.7131,54.724251,203664.664755665,-1350365514.30617
544,N06000011,Newry and Armagh,101133,493856,-6.5887299,54.252258,219399.811706609,-1082778875.91707
545,N06000012,North Antrim,126408,577142,-6.2796998,55.012829,294432.532361401,-1387313642.84567
546,N06000013,North Down,161862,532857,-5.6900601,54.633911,109739.218446739,-115443990.455271
547,N06000014,South Antrim,129133,539234,-6.2016902,54.674568,165815.351737856,-785555599.025292
548,N06000015,South Down,143313,489313,-5.9390602,54.234409,301936.630024047,-1250359970.9437
549,N06000016,Strangford,163128,515007,-5.6561198,54.474411,183016.44088635,-655248319.67096
550,N06000017,Upper Bann,115180,517442,-6.3963299,54.471619,132785.681191396,-480126627.107043
551,N06000018,West Tyrone,49749,544816,-7.43433,54.675671,308293.966431184,-1996214938.16246
552,S14000001,Aberdeen North,389796,808947,-2.1703801,57.17123,57163.7436337928,-47406442.8466225
553,S14000002,Aberdeen South,384133,802600,-2.2636299,57.114052,84591.2631486621,-82308739.3084708
554,S14000003,Airdrie and Shotts,283330,662650,-3.8647499,55.842899,92615.7077504331,-229438336.938572
555,S14000004,Angus,344353,761976,-2.9114499,56.746059,319005.383468797,-1973411272.45622
556,S14000005,Argyll and Bute,200740,715443,-5.2211399,56.28944,3797981.60106405,-7005970848.80429
557,S14000006,"Ayr, Carrick and Cumnock",238952,603944,-4.5385199,55.303169,328723.728361583,-1628717241.34415
558,S14000007,Banff and Buchan,386376,849383,-2.2291901,57.534359,350864.694124284,-1589877057.26823
559,S14000008,"Berwickshire, Roxburgh and Selkirk",356200,624537,-2.6951201,55.512611,462480.008256038,-3839115447.71353
560,S14000009,"Caithness, Sutherland and Easter Ross",258617,918471,-4.4026999,58.132481,1659314.63314556,-8626150507.08253
561,S14000010,Central Ayrshire,238950,628173,-4.5525398,55.52066,137288.152964049,-232522223.374885
562,S14000011,"Coatbridge, Chryston and Bellshill",269133,669782,-4.0947599,55.90329,72937.7535800821,-83437925.3175576
563,S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East",268306,677738,-4.1118598,55.974499,104173.646770105,-190554361.336856
564,S14000013,Dumfries and Galloway,252740,567859,-4.3027902,54.983501,938961.883268524,-3994996033.81465
565,S14000014,"Dumfriesshire, Clydesdale and Tweeddale",305399,610683,-3.4946001,55.38097,571991.872721695,-4292230821.6788
566,S14000015,Dundee East,347896,736729,-2.8484199,56.519691,77565.7151294701,-152867882.486532
567,S14000016,Dundee West,333100,735387,-3.0885,56.50576,58594.4550444319,-118504538.558258
568,S14000017,Dunfermline and West Fife,304846,688762,-3.53053,56.08215,106998.596041022,-228658182.788134
569,S14000018,East Dunbartonshire,256840,674119,-4.29351,55.938728,68622.919969867,-85213638.6419636
570,S14000019,"East Kilbride, Strathaven and Lesmahagow",268907,644910,-4.08639,55.679909,153030.433940929,-408386781.20397
571,S14000020,East Lothian,354854,672351,-2.72435,55.94207,202129.137523024,-679240894.81743
572,S14000021,East Renfrewshire,251929,653115,-4.3606,55.74868,93882.514003629,-174249494.312654
